O setor industrial dominava a economia brasileira no século XIX.;❌ Errado. A economia era dominada pelo setor primário, especialmente pela agropecuária e exportação de produtos agrícolas.
O investimento britânico no Brasil aumentou de £1 milhão em 1840 para mais de £40 milhões em 1890.;✅ Certo. O capital britânico cresceu significativamente, refletindo o interesse estrangeiro na infraestrutura brasileira.
A maior parte do investimento estrangeiro foi direcionada para a indústria de transformação.;❌ Errado. Esse setor recebeu poucos investimentos estrangeiros. O capital foi mais direcionado para ferrovias, bancos, navegação e telecomunicações.
Em 1889, a maioria do capital industrial na Bolsa do Rio de Janeiro era de origem nacional.;✅ Certo. As empresas industriais somavam £4 milhões, com predominância de capital brasileiro.
Companhias britânicas como Royal Mail e Amazon Steam dominavam a navegação no Brasil.;✅ Certo. O domínio britânico na navegação marítima era expressivo, apesar da concorrência de empresas de outras nacionalidades.
O governo imperial oferecia garantias de retorno de 7% aos investidores em infraestrutura.;✅ Certo. Eram 5% do governo imperial e 2% dos governos provinciais. Essa política buscava atrair capital estrangeiro.
A política de garantias gerou poucos custos para o governo imperial.;❌ Errado. Até 1888, o governo gastou £11,3 milhões cobrindo garantias, sendo as ferrovias o principal gasto desde 1860.
O transporte de algodão no Nordeste ficou mais caro com a chegada das ferrovias.;❌ Errado. O custo caiu significativamente, de 100% para cerca de 25%-30% do valor do produto, aumentando a eficiência.
O Brasil aumentou sua participação nas exportações mundiais entre 1850 e 1890.;❌ Errado. A participação caiu de 2,8% para cerca de 2%.
Em meados do século XIX, o Brasil já fornecia metade do café mundial.;✅ Certo. Essa participação subiu para 60% na década de 1880.
O açúcar manteve sua importância nas exportações brasileiras até o fim do século XIX.;❌ Errado. A participação do açúcar caiu de 21% da produção mundial em 1850 para menos de 10% em 1880.
O algodão brasileiro ganhou destaque nos anos 1860 devido à Guerra Civil dos EUA.;✅ Certo. A guerra afetou o fornecimento dos EUA e beneficiou temporariamente o Brasil.
A borracha representava 8% das exportações brasileiras na década de 1880.;✅ Certo. Seu crescimento foi significativo após 1870.
Os EUA se tornaram o maior mercado do café brasileiro no final do século XIX.;✅ Certo. Eles importavam 70% do café brasileiro nessa época.
A Europa facilitava a entrada do café brasileiro com tarifas baixas.;❌ Errado. A Europa taxava pesadamente o café brasileiro, o que prejudicava sua competitividade.
O Brasil era autossuficiente em bens manufaturados durante o Império.;❌ Errado. Dependia fortemente de importações para atender a demanda por bens manufaturados.
Artefatos de algodão, bebidas e peixes estavam entre os principais produtos importados nos anos 1870.;✅ Certo. Esses itens estavam entre os mais significativos na pauta de importações.
A Tarifa Alves Branco (1844) reduziu os impostos de importação.;❌ Errado. Ela aumentou as tarifas para 25%-30%, visando proteger a produção nacional e gerar receita.
As tarifas de importação chegaram a quase 50% entre as décadas de 1860 e 1880.;✅ Certo. Houve aumento gradual ao longo do século XIX, culminando em tarifas bastante elevadas.
Os termos de troca pioraram constantemente durante o Império.;❌ Errado. Melhoraram 50% entre 1830 e 1850 e continuaram favoráveis até 1889, com crescimento de 71% em relação a 1850.
A exportação per capita brasileira em 1890 era maior do que a da Argentina.;❌ Errado. A Argentina exportava US$32,4 per capita, enquanto o Brasil exportava apenas US$9,6.
O México exportava menos por habitante do que o Brasil em 1890.;✅ Certo. O México exportava US$4,4 per capita, menos do que o Brasil.
Após a Independência, o Banco do Brasil deixou de emitir cédulas imediatamente.;❌ Errado. O Banco do Brasil continuou emitindo cédulas após a Independência e era parte central do meio circulante.
Em 1829, a circulação de moedas metálicas era forte no Brasil, especialmente de ouro e prata.;❌ Errado. Era praticamente inexistente, exceto por moedas de cobre.
O Tesouro Nacional teve o monopólio da emissão de moeda entre 1835-1838 e 1866-1889.;✅ Certo. Nessos períodos, o Tesouro concentrou a emissão monetária.
A Lei de Gresham favoreceu a circulação de metais preciosos no Brasil Imperial.;❌ Errado. A Lei de Gresham provocou a expulsão de moedas de ouro, prata e cobre da circulação.
A inflação no Brasil entre 1830 e 1889 foi praticamente nula.;❌ Errado. Estima-se que os preços dobraram nesse período, resultado da expansão da circulação inconversível.
A paridade do mil-réis foi mantida estável entre 1833 e 1889.;❌ Errado. Sofreu várias alterações: de 67,5 pence/mil-réis (1833) para 27 pence/mil-réis (1846), com oscilações posteriores.
Durante a Guerra do Paraguai, o mil-réis atingiu seu valor mais baixo, de 17 pence.;✅ Certo. A guerra causou forte desvalorização cambial.
O Brasil aderiu ao padrão-ouro em 1888-1889, antes da proclamação da República.;✅ Certo. A adesão ocorreu nesse período, mas foi abandonada logo após a queda do Império.
O primeiro Banco do Brasil foi extinto por falência em 1853.;"❌ Errado. Foi liquidado em 1829 por má gestão; um novo banco foi criado em 1853."
Após o fim do Banco do Brasil (1829), surgiram diversos bancos comerciais privados nas décadas de 1830-50.;✅ Certo. Exemplos incluem o Banco Commercial do Rio (1837) e o da Bahia (1847).
Bancos privados puderam emitir moeda até a década de 1880.;❌ Errado. A emissão foi proibida em 1866, e o Tesouro passou a ter o monopólio.
Bancos britânicos como o London and Brazilian Bank tiveram papel relevante no sistema financeiro do Império.;✅ Certo. Bancos estrangeiros ganharam força a partir da década de 1860.
A falência da casa Souto & Cia em 1864 não teve grande impacto no sistema monetário.;❌ Errado. Foi grave: causou prejuízo de 110.500 contos, equivalente a 50% dos meios de pagamento.
Ao final do Império, os depósitos bancários representavam cerca de 60% dos meios de pagamento.;✅ Certo. Houve um avanço no papel dos bancos no sistema financeiro.
A política do Encilhamento da República teve raízes em legislações do período imperial.;✅ Certo. A legislação imperial previa emissão múltipla, o que foi explorado na República.
A arrecadação de tributos no Brasil até 1831 era feita exclusivamente por auditores fiscais.;❌ Errado. Era realizada majoritariamente por meio de leilões, prática que foi sendo eliminada.
O governo imperial tinha alta eficiência na arrecadação de impostos internos.;❌ Errado. Os tributos internos tinham custo de arrecadação elevado, ao contrário dos impostos sobre o comércio exterior.
O imposto de importação chegou a representar até 70% da receita do governo central no Império.;✅ Certo. Especialmente nos anos 1850, esse imposto teve grande peso fiscal.
Os impostos sobre exportação variaram entre 5% e 9% ao longo do Império.;✅ Certo. A alíquota foi de 5-7% na década de 1850, chegando a 9% na Guerra do Paraguai.
No final do Império, os impostos sobre importação e exportação somavam menos de 30% da receita.;❌ Errado. Chegaram a representar mais de 70% da receita governamental.
O Brasil conseguiu tributar amplamente a propriedade da terra no século XIX.;❌ Errado. Havia resistência política à tributação da terra, e isso limitou a arrecadação interna.
Os principais impostos internos incidiam sobre transferências de bens, escravos, heranças e contratos.;✅ Certo. Esses eram os tributos internos mais relevantes no período.
A tarifa de importação ad valorem chegou a ultrapassar 50% no fim do Império.;✅ Certo. A tarifa foi sendo elevada ao longo do século XIX, chegando a esse patamar.
A preeminência do Brasil no mercado de café permitiu que o país influenciasse o preço internacional com sua política de exportação.;✅ Certo. A taxação do café podia elevar os preços globais devido à forte dependência do mercado externo.
O aumento das tarifas de importação beneficiava todas as regiões do Brasil igualmente.;❌ Errado. As tarifas elevavam o custo de vida nas cidades e prejudicavam províncias exportadoras de produtos com concorrência externa.
A taxação sobre exportações afetava igualmente todos os produtos exportados.;❌ Errado. Açúcar e algodão sofriam mais, por terem demanda mais elástica. O café era menos afetado devido ao poder de mercado do Brasil.
A desvalorização cambial foi benéfica para todos os produtores e consumidores brasileiros.;❌ Errado. Beneficiava exportadores (exceto parcialmente o café), mas aumentava o custo das importações, prejudicando não exportadores.
O mil-réis desvalorizado gerava mais receita em moeda nacional, mas podia enfraquecer o preço global do café.;✅ Certo. A venda de estoques em resposta à desvalorização podia reduzir os preços internacionais.
Após 1834, as províncias passaram a cobrar legalmente taxas sobre importações.;❌ Errado. Essas taxas eram ilegais, mas se tornaram comuns, especialmente no Nordeste, após crises econômicas.
No início da década de 1880, os impostos provinciais sobre importação representavam até 30% da receita em algumas províncias nordestinas.;✅ Certo. Isso ocorreu como reação à crise da década de 1870.
O Pará cobrava 13% de imposto provincial sobre a exportação da borracha.;✅ Certo. Esse era o valor da taxação sobre a borracha, principal produto da região.
O Rio Grande do Sul cobrava 13% de imposto apenas provincial sobre charque e couros.;❌ Errado. Cobrava 4% a nível provincial e 9% ia para o governo central.
O Nordeste conseguia taxar com sucesso o açúcar e o algodão para arrecadação interna.;❌ Errado. A concorrência externa dificultava a taxação desses produtos.
Durante a Guerra do Paraguai, os gastos militares chegaram a representar 65% do orçamento imperial.;✅ Certo. Os gastos militares atingiram esse pico durante o conflito.
Após 1870, os gastos militares se mantiveram acima de 50% do orçamento até o fim do Império.;❌ Errado. Após 1870, caíram para cerca de 20%.
São Paulo recebia mais recursos do governo central do que contribuía.;❌ Errado. Contribuía com 7% da receita, mas recebia apenas 2% dos gastos.
O Norte e o Nordeste contribuíam financeiramente para o governo central com valores significativos.;✅ Certo. Eram grandes transferidores líquidos de recursos ao centro do poder.
A dívida externa brasileira cresceu durante o Império, chegando a £33,6 milhões em 1889.;✅ Certo. Esse foi o valor da dívida externa ao fim do período imperial.
A maior parte da dívida brasileira em 1889 estava em libras e sob controle de bancos britânicos.;✅ Certo. 98% da dívida era em libras e controlada por instituições de Londres.
O Brasil, ao contrário de seus vizinhos latino-americanos, manteve os pagamentos da dívida externa durante todo o Império.;✅ Certo. Isso deu ao país certa credibilidade internacional.
A relação dívida/exportações caiu continuamente entre 1820 e 1889.;❌ Errado. Caiu até 1860, mas voltou a subir no fim do Império, chegando a 1,18.
O Brasil pagava juros mais baixos do que os consols britânicos sobre sua dívida.;❌ Errado. Os juros pagos pelo Brasil eram mais altos.
A inflação brasileira entre 1830 e 1889 foi de cerca de 1,2% ao ano.;✅ Certo. Enquanto isso, os EUA experimentaram uma deflação de 0,2% no mesmo período.
O PIB per capita brasileiro em 1890 era superior ao dos EUA.;❌ Errado. Era apenas 1/5 do nível dos EUA e inferior ao da Argentina e México.
A renda per capita brasileira cresceu entre 1,5% e 2% ao ano com a expansão do café após 1850.;✅ Certo. Esse crescimento refletia o dinamismo da economia cafeeira.
A década de 1870 foi de prosperidade para o Nordeste devido ao café.;❌ Errado. Foi marcada pela Grande Seca, crise econômica e migração forçada.
A transição do trabalho escravo para o trabalho livre foi acelerada já nos anos 1850.;❌ Errado. Foi lenta após 1850, ganhando ritmo apenas nos anos 1880 com a imigração subsidiada.
A borracha se fortaleceu como produto de exportação já durante o período republicano.;✅ Certo. Embora já relevante na década de 1880, seu auge ocorreu na República.
A infraestrutura urbana e ferroviária foi financiada apenas com capital estrangeiro.;❌ Errado. Houve investimentos tanto nacionais quanto estrangeiros.
A industrialização brasileira já era significativa durante o período imperial.;❌ Errado. Era incipiente, com maior avanço apenas após a Proclamação da República.
A partir de 1885, o Brasil viu queda na penetração de importações de bens de consumo não duráveis.;✅ Certo. Isso indicava o início de um processo de substituição de importações.
Os EUA tornaram-se parceiros comerciais cada vez mais importantes para o Brasil no final do Império.;✅ Certo. A importância dos EUA cresceu, especialmente como compradores de café.
A moeda brasileira (mil-réis) teve uma desvalorização muito mais intensa no Império do que na República.;❌ Errado. A desvalorização no Império foi modesta (cerca de 50%) e mais intensa na República.
O Brasil manteve boa reputação como pagador de sua dívida externa durante o Império.;✅ Certo. Isso diferenciou o país de muitos vizinhos latino-americanos.
A conversão da dívida em 1888 visava reduzir os juros pagos pelo Brasil.;✅ Certo. A boa avaliação de crédito permitiu essa renegociação.
A influência política do Nordeste (baianismo) se fortaleceu após a Guerra do Paraguai.;❌ Errado. O “baianismo” perdeu força, dando lugar à influência paulista e republicana.
O fortalecimento do Exército e das ideias positivistas influenciou a crise do regime imperial.;✅ Certo. Após a Guerra do Paraguai, os militares ganharam destaque político.
A abolição da escravidão fortaleceu as instituições do Império.;❌ Errado. A abolição sem compensação aos senhores contribuiu para a crise do regime.
O crescimento da economia brasileira se acelerou nos anos imediatamente posteriores à abolição.;❌ Errado. Houve reversão do crescimento favorável no final dos anos 1880.
A política econômica da primeira década republicana foi homogênea e bem coordenada.;❌ Errado. Houve grande instabilidade e conflitos entre correntes como metalistas e papelistas.
Ruy Barbosa, um dos primeiros líderes econômicos da República, defendia uma política papelista.;✅ Certo. Ele expandiu a emissão de papel-moeda como estímulo econômico.
A crise cambial de 1891 foi um dos fatores que desacreditou a política papelista.;✅ Certo. A crise gerou fuga de capitais e desvalorização abrupta da moeda.
O plano de estabilização de 1898 adotou um viés conservador e ortodoxo.;✅ Certo. Após as crises, buscou-se sanear as finanças públicas e controlar a inflação.
A razão exportações/PIB aumentou entre 1870 e 1900, refletindo maior abertura comercial.;✅ Certo. A razão passou de 15,4% para 18,6% nesse período.
A participação do Brasil no comércio mundial em 1913 estava próxima de 3%.;❌ Errado. Estava abaixo de 1%.
O estoque de capital estrangeiro no Brasil em 1913 representava cerca de 5,4% do total mundial.;✅ Certo. O Brasil concentrava 30% do investimento na América Latina.
A dívida externa brasileira caiu entre 1890 e 1913.;❌ Errado. Cresceu de £30,9 milhões para £144,3 milhões nesse período.
A partir de 1902, houve crescimento de investimentos diretos estrangeiros no Brasil.;✅ Certo. Isso marcou a segunda fase de internacionalização do capital.
A integração com o sistema financeiro internacional deu estabilidade total ao Brasil.;❌ Errado. Apesar de permitir fluxos de capital, gerava grande instabilidade macroeconômica.
O padrão-ouro gerava estabilidade nos países periféricos como o Brasil.;❌ Errado. Celso Furtado mostra que causava instabilidade nos países periféricos.
As crises nos países centrais não afetavam economicamente os países exportadores como o Brasil.;❌ Errado. Furtado explica que as crises reduziam exportações e pioravam os termos de troca.
Os termos de troca no Brasil tinham relação negativa com a entrada de capital.;✅ Certo. Essa relação gerava instabilidade cambial e externa.
Períodos de menor entrada de capital causaram valorização do mil-réis.;❌ Errado. Esses períodos geraram depreciação da moeda e crises cambiais.
A taxa de câmbio caiu de 24 pence/mil-réis para 12 pence/mil-réis entre 1890 e 1891.;✅ Certo. Essa foi a forte desvalorização durante a crise cambial.
O déficit em conta corrente e o aumento da dívida levaram o Brasil à moratória entre 1898-1900.;✅ Certo. O país não conseguia mais rolar sua dívida externa naquele momento.
A crise cambial de 1891 foi exclusivamente causada pela expansão monetária do Encilhamento.;❌ Errado. Essa é uma explicação tradicional, mas estudos mais recentes mostram que múltiplos fatores influenciaram a taxa de câmbio, como política fiscal e termos de troca.
A crise de 1898 foi atribuída ao excesso de emissões de moeda do período anterior.;✅ Certo. A interpretação tradicional liga a crise de 1898 ao excesso de papel-moeda emitido nos anos anteriores.
A valorização do café sempre resultava na valorização do câmbio.;❌ Errado. O preço do café era apenas um dos muitos fatores que influenciavam a taxa de câmbio, e o efeito nem sempre era direto ou positivo.
A transição para o trabalho assalariado aumentou a demanda por moeda na economia.;✅ Certo. O pagamento em dinheiro aos trabalhadores assalariados exigiu mais capital circulante e pressionou o sistema bancário.
Antes do trabalho assalariado, as operações agrícolas eram altamente monetizadas.;❌ Errado. As transações eram feitas via crédito e compensações nas vendas de safras, com pouco uso de dinheiro físico.
A introdução do trabalho assalariado gerou pressões sazonais de crédito, especialmente na época da colheita.;✅ Certo. A necessidade de pagamentos em dinheiro aos trabalhadores gerava forte demanda por crédito nos períodos de colheita.
Em 1888, o Brasil tinha uma ampla rede bancária espalhada pelo país.;❌ Errado. A penetração bancária era extremamente baixa: apenas 0,043 agência por 10 mil habitantes.
O sistema bancário brasileiro era vulnerável por causa da baixa propensão do público a fazer depósitos.;✅ Certo. Isso restringia a base de captação de recursos dos bancos, gerando dificuldades em momentos de liquidez.
O meio circulante era altamente elástico, facilitando o ajuste da oferta monetária à demanda.;❌ Errado. O meio circulante era inelástico, o que dificultava ajustes rápidos às pressões de crédito.
A lei de 1885 autorizou a emissão de moeda para aliviar crises bancárias.;✅ Certo. A medida previa a emissão de 25 mil contos, mas não resolveu de forma duradoura os problemas de liquidez.
A reforma monetária de 1888 foi eficaz em conciliar a expansão monetária com a adesão ao padrão-ouro.;❌ Errado. A reforma foi ineficaz, pois as políticas expansionistas e conservadoras eram contraditórias.
Em 1888, a valorização do câmbio foi facilitada pela política monetária expansionista.;❌ Errado. A política monetária foi ineficaz e a valorização foi consequência da escassez de moeda, não de sua abundância.
A proposta de Ouro Preto em 1889 buscava conciliar expansão monetária e paridade cambial.;✅ Certo. O objetivo era manter a paridade de 1846 com uma emissão conversível, tentando evitar o abandono do padrão-ouro.
O Banco Nacional do Brasil (BNB) foi criado com sucesso e conseguiu absorver papel-moeda em circulação.;❌ Errado. O BNB não conseguiu completar suas emissões a tempo, falhando em retirar o papel-moeda do Tesouro.
Ruy Barbosa rejeitou a emissão forçada de papel-moeda em 1889.;✅ Certo. Ele buscou limitar as emissões naquele momento inicial da República.
A Lei Bancária de 1890 permitiu a emissão de papel-moeda lastreada em dívida pública.;✅ Certo. Essa foi uma medida central do Encilhamento, que visava estimular o crédito e a economia.
A criação de três regiões bancárias foi parte da política monetária de Ruy Barbosa.;✅ Certo. A ideia era descentralizar a emissão e estimular a atividade econômica regional.
Em 1890, a emissão de papel-moeda cresceu apenas 10% em relação a janeiro daquele ano.;❌ Errado. Houve um aumento muito maior: cerca de 40%, caracterizando uma expansão monetária intensa.
As tentativas de Ruy Barbosa de conter a especulação na bolsa de valores foram bem-sucedidas.;❌ Errado. As medidas não conseguiram frear a especulação e contribuíram para a bolha especulativa e posterior crise.
A fusão do BEUB e do BNB em 1890 formou o Banco da República dos Estados Unidos do Brasil.;✅ Certo. Essa fusão resultou na criação do BREUB, com funções de banco central.
O BREUB conseguiu controlar a especulação e estabilizar o câmbio em 1891.;❌ Errado. Apesar da criação do banco, o ano de 1891 foi marcado por forte instabilidade financeira.
A crise cambial de 1891 foi agravada por fatores externos como a falência da Baring Brothers.;✅ Certo. Além da política interna, choques externos também contribuíram para a desvalorização cambial.
A venda de ouro pelo governo estabilizou a taxa de câmbio em 1891.;❌ Errado. A tentativa fracassou e a desvalorização do mil-réis continuou.
A política monetária de Ruy Barbosa teve efeitos positivos duradouros na economia.;❌ Errado. A expansão descontrolada da moeda contribuiu para a crise de 1891 e sua saída do governo.
Após a saída de Ruy Barbosa, seus sucessores conseguiram estabilizar rapidamente o sistema financeiro.;❌ Errado. Alencar Araripe e Barão de Lucena não conseguiram conter a especulação e a instabilidade.
Em 1892, Serzedelo Correia criou o Banco da República do Brasil para tentar estabilizar o sistema bancário.;✅ Certo. O BRB buscava unir o BREUB e o Banco do Brasil, com medidas de socorro à indústria.
Os bônus emitidos pelo BRB conseguiram conter a especulação e reverter a crise.;"❌ Errado. A emissão de ""auxílios à indústria"" foi insuficiente para controlar a especulação e a crise."
A falência da Companhia Geral das Estradas de Ferro do Brasil em 1892 ilustrou o colapso empresarial do Encilhamento.;✅ Certo. Foi um dos exemplos mais emblemáticos da falência de grandes empresas na crise.
O déficit orçamentário do governo piorou após a crise de 1891 devido à valorização cambial.;❌ Errado. O problema foi a desvalorização cambial, que elevou os custos em moeda estrangeira.
O governo de Prudente de Morais, com Rodrigues Alves na Fazenda, buscou apoio dos Rothschild.;✅ Certo. O Brasil buscou um “arranjo financeiro” em 1894 para lidar com o déficit e restaurar a confiança externa.
Os Rothschild exigiram medidas fiscais rigorosas como condição para novos empréstimos.;✅ Certo. Impuseram condicionalidades como aumento de impostos e controle fiscal.
O empréstimo de 1895 no valor de £7,5 milhões resolveu de forma definitiva a crise fiscal.;❌ Errado. O empréstimo foi rapidamente consumido e não resolveu o desequilíbrio.
A queda nos preços do café entre 1896 e 1897 agravou a situação cambial do Brasil.;✅ Certo. As grandes safras provocaram queda de preços e pressionaram ainda mais o balanço de pagamentos.
O governo brasileiro aceitou arrendar a Estrada de Ferro Central do Brasil ao grupo Greenwood & Co.;❌ Errado. Apesar da grave crise, o governo resistiu à proposta de arrendamento.
O funding loan (1898) foi um refinanciamento da dívida externa com suspensão das amortizações por 13 anos.;✅ Certo. Essa foi uma solução negociada com os Rothschild para reorganizar o pagamento da dívida.
O acordo do funding loan incluía garantias sobre receitas da Alfândega do Rio de Janeiro.;✅ Certo. Era uma forma de assegurar o cumprimento do acordo por parte do governo brasileiro.
A separação entre orçamento-ouro e orçamento-papel foi parte das exigências do funding loan.;✅ Certo. A medida visava proteger os compromissos externos do Brasil, isolando-os da instabilidade monetária interna.
Joaquim Murtinho adotou um programa de contração monetária que resultou na destruição do papel-moeda e falências bancárias em 1900.;✅ Certo. Sua política foi marcada por rigor monetário, com efeitos de contração financeira e falências.
Durante o governo de Murtinho, houve desvalorização significativa do mil-réis.;❌ Errado. Houve apreciação cambial, com o câmbio chegando a 11 pence por mil-réis.
A exportação de borracha contribuiu para a recuperação das finanças brasileiras no final dos anos 1890.;✅ Certo. A borracha teve papel importante na recuperação econômica desse período.
O conservadorismo monetário dominou a política econômica brasileira até meados da década de 1900.;✅ Certo. Essa linha política manteve-se dominante durante vários anos.
O período de 1900 a 1930 foi marcado por estabilidade política e econômica sem grandes crises.;❌ Errado. Houve tensões crescentes, crises econômicas importantes e a transição para um novo sistema político.
A Primeira República brasileira teve uma economia completamente orientada para dentro, sem preocupação com o comércio exterior.;❌ Errado. Inicialmente a economia era primário-exportadora, com transição gradual para maior controle e restrições externas.
A hegemonia paulista foi absoluta e não houve contestação política durante a Primeira República.;❌ Errado. Houve disputas entre oligarquias estaduais e insatisfação de outros estados e grupos sociais.
A política econômica foi influenciada exclusivamente pelos interesses da cafeicultura paulista.;❌ Errado. Revisões históricas mostram que outros interesses e limitações internas e externas influenciaram as decisões.
O pacto oligárquico garantiu estabilidade política com o apoio das elites estaduais de São Paulo e Minas Gerais.;✅ Certo. Esse pacto foi a base do regime durante a Primeira República.
