A doutrina dos juristas mais qualificados é considerada uma fonte formal do Direito Internacional.;❌ Errado. A doutrina é considerada meio auxiliar para a determinação das regras de direito, segundo o art. 38(1)(d) do Estatuto da CIJ.
A extradição pode ser recusada pelo Brasil quando se tratar de crime político.;✅ Certo. A CF/88 veda expressamente a extradição por crime político (art. 5º, LII).
A extradição será concedida mesmo que o extraditando seja brasileiro nato.;❌ Errado. A CF/88 veda a extradição de brasileiro nato (art. 5º, LI).
O Estatuto da CIJ considera os atos unilaterais dos Estados como fonte formal do Direito Internacional.;❌ Errado. Atos unilaterais não são expressamente elencados como fontes formais no art. 38 da CIJ.
O Brasil prevê em sua Constituição o repúdio ao racismo como princípio nas relações internacionais.;✅ Certo. Está previsto no art. 4º, inciso VIII da CF/88.
Os tratados internacionais aprovados com quórum qualificado no Congresso têm o mesmo valor que emendas constitucionais.;✅ Certo. Segundo o STF (RE 466.343), tratados de direitos humanos aprovados com quórum de emenda (art. 5º, §3º) têm status constitucional.
O Direito Internacional é hierarquicamente superior ao Direito Interno.;❌ Errado. No Brasil, tratados não se sobrepõem à Constituição, embora possam ter status supralegal ou legal, conforme o caso.
O costume internacional obriga todos os Estados, mesmo que não tenham participado de sua formação.;❌ Errado. Um Estado pode se opor persistentemente ao costume em formação (objetor persistente), e não será obrigado.
A doutrina é fonte formal de Direito Internacional segundo o Estatuto da CIJ.;❌ Errado. É meio auxiliar, não fonte formal (art. 38, 1, d).
A LINDB estabelece que a lei brasileira se aplica a qualquer situação jurídica, mesmo que envolva elemento estrangeiro.;❌ Errado. A LINDB admite a aplicação da lei estrangeira nos casos de direito internacional privado.
O art. 4º da CF/88 possui caráter normativo e vinculante para a atuação internacional do Brasil.;✅ Certo. Os princípios do art. 4º têm natureza jurídica normativa.
A prevalência dos direitos humanos nas relações internacionais é um princípio novo, incluído por emenda constitucional após 1988.;❌ Errado. Esse princípio já constava do texto original da CF/88.
As decisões das organizações internacionais são consideradas fontes do Direito Internacional.;❌ Errado. Elas não são mencionadas no art. 38 do Estatuto da CIJ como fontes formais.
O Brasil admite tratados que permitam extradição de brasileiro naturalizado.;✅ Certo. Pode ocorrer em caso de crime comum praticado antes da naturalização (CF/88, art. 5º, LI).
Os princípios gerais do direito, como boa-fé e equidade, são fontes auxiliares, segundo a CIJ.;❌ Errado. São fontes principais, conforme o art. 38, 1, c.
O princípio da solução pacífica de controvérsias consta da CF/88 como diretriz internacional brasileira.;✅ Certo. Art. 4º, inciso VII da CF/88.
As normas de jus cogens podem ser revogadas por acordos entre Estados.;❌ Errado. Normas de jus cogens são inderrogáveis, mesmo por tratado.
O Estado que se opõe desde o início à formação de um costume internacional pode não ser obrigado por ele.;✅ Certo. Essa é a doutrina do “objetor persistente”.
A corrente objetivista considera que o direito internacional nasce exclusivamente da vontade dos Estados.;❌ Errado. Isso é típico do voluntarismo. A corrente objetivista sustenta que a obrigatoriedade decorre da própria ordem jurídica internacional.
A doutrina dos juristas mais qualificados é considerada fonte principal do Direito Internacional segundo o art. 38 do Estatuto da CIJ.;❌ Errado. A doutrina é considerada meio auxiliar para a determinação das normas jurídicas, não uma fonte principal.
O costume internacional é aceito como prova de uma prática geral aceita como sendo direito, conforme o art. 38 do Estatuto da CIJ.;✅ Certo. Está no art. 38, I, b.
O Brasil adota integralmente a teoria monista, aplicando automaticamente os tratados internacionais após ratificação.;❌ Errado. O Brasil adota uma posição intermediária, exigindo incorporação via decreto legislativo e promulgação.
O princípio do objetor persistente permite que um Estado rejeite a aplicação de um costume internacional se tiver se oposto desde sua formação.;✅ Certo. É o entendimento tradicional em Direito Internacional.
O art. 38 do Estatuto da CIJ reconhece os princípios gerais do Direito Internacional como fonte autônoma.;❌ Errado. O art. 38 menciona princípios gerais de direito, reconhecidos pelas nações civilizadas, não “do Direito Internacional”.
A jurisprudência internacional tem valor vinculante universal segundo o Estatuto da CIJ.;❌ Errado. Segundo o art. 59, as decisões valem somente para as partes litigantes no caso concreto.
As convenções internacionais são fontes formais do Direito Internacional, conforme o art. 38.;✅ Certo. Estão expressamente previstas no art. 38, I, a.
A corrente voluntarista entende que a obrigatoriedade das normas internacionais decorre da vontade dos Estados.;✅ Certo. Essa corrente sustenta o consentimento estatal como base do Direito Internacional.
A corrente objetivista sustenta que a validade das normas internacionais decorre da vontade dos cidadãos.;❌ Errado. A objetivista entende que as normas têm validade própria, independentemente da vontade dos Estados ou cidadãos.
No Brasil, um tratado internacional só é aplicado internamente após aprovação pelo Congresso e promulgação pelo Presidente.;✅ Certo. É o procedimento exigido pelo ordenamento jurídico brasileiro.
O monismo internacionalista radical entende que o Direito Internacional se sobrepõe absolutamente ao Direito Interno.;✅ Certo. Essa vertente considera as normas internacionais superiores e autoexecutáveis.
A doutrina dualista entende que os ordenamentos jurídicos internacional e interno são autônomos e separados.;✅ Certo. Dualismo clássico defende essa separação.
Segundo o monismo jusnaturalista, o Direito Internacional e o Direito Interno devem subordinar-se a um terceiro ordenamento fundado no Direito Natural.;✅ Certo. Essa é uma terceira via da teoria monista.
O STF exige, atualmente, que a denúncia de tratados internacionais seja aprovada pelo Congresso Nacional.;✅ Certo. Decisão firmada na ADC 39.
O STF invalidou todos os atos anteriores do Presidente que denunciavam tratados internacionais sem anuência do Congresso.;❌ Errado. A Corte preservou os atos anteriores, por segurança jurídica.
Segundo o art. 38 da CIJ, o consentimento dos Estados não é necessário para aplicação das regras previstas em convenções internacionais.;"❌ Errado. O consentimento é necessário; as convenções se aplicam às partes que as reconhecem expressamente."
O costume internacional deve refletir uma prática constante e aceitação jurídica como obrigatória (opinio juris).;✅ Certo. Esses são os dois elementos essenciais do costume internacional.
O Decreto 2.100/1996 foi considerado válido pelo STF ao denunciar a Convenção 158 da OIT.;✅ Certo. O decreto foi mantido válido.
A doutrina voluntarista vê o Direito Internacional como superior ao Direito Interno.;❌ Errado. Ela entende que o Direito Internacional decorre do consentimento dos Estados, sem hierarquia superior.
Os tratados de direitos humanos aprovados com quórum de emenda constitucional têm status supralegal no Brasil.;❌ Errado. Eles têm status constitucional, conforme entendimento do STF (RE 466.343).
A LINDB estabelece diretrizes sobre o início da vigência, aplicação e interpretação das normas no Brasil.;✅ Certo. A LINDB é a base para aplicação das normas no ordenamento jurídico brasileiro.
O Brasil pode aplicar diretamente qualquer tratado ratificado sem necessidade de promulgação.;❌ Errado. Após ratificação, o tratado precisa ser promulgado por decreto presidencial.
A jurisprudência da CIJ é vinculante para todos os Estados-membros da ONU.;❌ Errado. É vinculante apenas para os litigantes no caso concreto, conforme art. 59.
O costume internacional é uma fonte formal não escrita do Direito Internacional.;✅ Certo. É uma das principais fontes não codificadas.
As fontes do Direito Internacional são fixadas exclusivamente pelo Estatuto da CIJ.;❌ Errado. O art. 38 da CIJ é uma referência central, mas não é uma lista exaustiva e fechada.
O Brasil possui jurisprudência constitucional sobre a necessidade de participação do Congresso na denúncia de tratados.;✅ Certo. A ADC 39 é o caso paradigmático.
A doutrina é considerada um meio de prova no Direito Internacional.;✅ Certo. É um meio auxiliar, segundo o art. 38.
A decisão judicial da CIJ pode criar obrigações para terceiros não litigantes.;❌ Errado. Segundo o art. 59, só obriga as partes no caso concreto.
O princípio “pacta sunt servanda” é um princípio geral do direito aceito internacionalmente.;✅ Certo. É reconhecido como um dos fundamentos da obrigatoriedade dos tratados.
O costume internacional só pode ser formado com a aprovação expressa dos Estados.;❌ Errado. O costume pode se formar sem aprovação expressa, desde que haja prática geral e opinio juris.
O princípio do objetor persistente exige que o Estado prove sua oposição constante a uma norma costumeira internacional.;Certo. O Estado deve manifestar de forma consistente sua oposição à norma para não ser vinculado a ela.
O Estatuto da CIJ determina que decisões anteriores e doutrina não têm valor jurídico e não podem ser usadas em julgamentos.;Errado. Segundo o art. 38, alínea d, essas fontes têm valor auxiliar na determinação das regras de direito.
O monismo nacionalista entende que o direito internacional prevalece sobre o interno.;Errado. Para o monismo nacionalista, o direito interno prevalece sobre o internacional.
A doutrina voluntarista sustenta que a obrigatoriedade do direito internacional decorre da vontade dos Estados.;Certo. Para os voluntaristas, o consentimento estatal é a base da validade do direito internacional.
A doutrina objetivista considera que a vontade dos Estados é o fundamento central do direito internacional.;Errado. O objetivismo entende que o direito internacional é válido independentemente da vontade dos Estados.
Segundo o Estatuto da CIJ, os princípios gerais de direito reconhecidos pelas nações civilizadas podem ser aplicados pela Corte.;Certo. Está previsto na alínea c do art. 38 do Estatuto da CIJ.
Para o dualismo, o direito internacional e o direito interno são partes de um mesmo sistema jurídico.;Errado. O dualismo considera os dois sistemas distintos e independentes.
No Brasil, a mera ratificação de um tratado internacional pelo Presidente já garante sua aplicação automática no direito interno.;Errado. É necessária a aprovação pelo Congresso Nacional e posterior promulgação por decreto.
A Constituição Federal de 1988 prevê a prevalência dos direitos humanos nas relações internacionais do Brasil.;Certo. Está expresso no art. 4º, inciso II.
O STF entende que o Presidente pode denunciar tratados internacionais sem a anuência do Congresso Nacional.;Errado. O STF decidiu que a denúncia exige anuência do Congresso, conforme ADC 39.
A solução pacífica dos conflitos é um princípio expresso na Constituição Federal de 1988.;Certo. Está previsto no art. 4º, inciso VII.
O Brasil adota exclusivamente a teoria monista no que tange à relação entre direito internacional e interno.;Errado. O Brasil adota características tanto do monismo quanto do dualismo.
O costume internacional, para ser reconhecido, precisa de prática geral e aceitação como direito (opinio juris).;Certo. É o entendimento majoritário sobre a formação do costume internacional.
A Corte Internacional de Justiça pode aplicar apenas tratados escritos.;Errado. Pode aplicar tratados, costumes e princípios gerais de direito, conforme art. 38.
O princípio da igualdade entre os Estados está previsto como um dos fundamentos das relações internacionais do Brasil.;Certo. Está no art. 4º, inciso V da Constituição Federal.
A doutrina do monismo jusnaturalista busca a unidade dos sistemas jurídico internos e internacionais por meio do direito natural.;Certo. Para essa doutrina, ambos os sistemas se subordinam ao direito natural.
A denúncia de um tratado internacional é ato unilateral do Poder Executivo que não exige controle legislativo.;Errado. O STF decidiu que é necessária a anuência do Congresso Nacional.
A doutrina voluntarista é criticada por depender exclusivamente da vontade dos Estados para aplicação do DIP.;Certo. Essa crítica é comum, pois ignora normas cogentes e situações de dissidência.
O direito internacional consuetudinário vincula todos os Estados, mesmo os que não participaram diretamente de sua formação.;Certo. Desde que haja opinio juris e prática geral, o costume se aplica erga omnes.
As decisões da CIJ têm força vinculante para todos os membros da ONU.;Errado. As decisões só vinculam as partes no caso julgado, conforme art. 59 do Estatuto.
A cooperação entre os povos para o progresso da humanidade é princípio constitucional explícito do Brasil.;Errado. Não está no art. 4º, embora seja um valor importante do direito internacional.
O Brasil possui tradição histórica de defesa da paz e solução pacífica dos conflitos.;Certo. É uma marca da diplomacia brasileira e princípio constitucional.
A jurisprudência da CIJ serve como fonte primária de direito internacional.;Errado. É fonte subsidiária, conforme art. 38 do Estatuto da CIJ.
O princípio da não intervenção está previsto na Constituição como fundamento da política externa brasileira.;Certo. Está no art. 4º, inciso IV.
O monismo internacionalista radical considera inválida qualquer norma interna contrária ao direito internacional.;Certo. Essa é uma das principais características dessa vertente.
No dualismo, é possível a aplicação direta de normas internacionais sem incorporação formal.;Errado. O dualismo exige incorporação para aplicação interna.
A Constituição Brasileira exige que tratados sobre direitos humanos sigam o mesmo rito das emendas para terem status constitucional.;Certo. Conforme art. 5º, §3º da CF/88.
Para o monismo, não há hierarquia entre o direito internacional e o interno.;Errado. O monismo admite hierarquia, variando conforme a vertente (nacionalista ou internacionalista).
O costume internacional pode ser invocado como fundamento em uma decisão da CIJ.;Certo. É fonte formal do direito internacional, conforme o art. 38.
As normas jus cogens podem ser derogadas por tratados bilaterais entre Estados consentidos.;Errado. Normas jus cogens são inderrogáveis e prevalecem sobre outros tratados.
O princípio da solução pacífica dos conflitos está expressamente previsto no art. 4º da Constituição Federal.;Certo. Consta no art. 4º, inciso VII, como princípio que rege as relações internacionais do Brasil.
O art. 4º da CF/88 proíbe expressamente o uso da força nas relações internacionais.;"Errado. Embora implícito na ""solução pacífica"", não há menção expressa à proibição do uso da força."
A dignidade da pessoa humana está expressamente prevista como princípio das relações internacionais no art. 4º da CF.;Errado. É fundamento da República (art. 1º, III), mas não princípio expresso no art. 4º.
A competência para legislar sobre direito civil, inclusive sucessão, é concorrente entre União e estados.;Errado. É competência privativa da União, nos termos do art. 22, I, da CF.
A sucessão de bens de estrangeiros situados no Brasil pode ser regulada por lei estadual se não houver lei federal sobre o tema.;Errado. A sucessão é regida pela lei brasileira conforme o art. 5º, XXXI, e competência privativa da União.
A emenda à constituição estadual que regula sucessão de bens de estrangeiros é inconstitucional.;Certo. Trata de matéria de competência privativa da União (art. 22, I, CF).
A sucessão de bens de estrangeiros situados no país será regulada pela lei brasileira em benefício do cônjuge ou filhos brasileiros.;Certo. Conforme o art. 5º, XXXI, da CF e o art. 10, §1º, da LINDB.
A cláusula que determina a aplicação da lei brasileira na sucessão de bens de estrangeiros tem aplicação imediata.;Certo. Trata-se de norma de direito fundamental, com aplicação imediata (art. 5º, §1º).
Segundo a LINDB, a lei do domicílio do falecido rege a sucessão, salvo se a lei brasileira for mais favorável a herdeiros brasileiros.;Certo. Art. 10, §1º, da LINDB estabelece essa regra de exceção protetiva.
A LINDB determina que a sucessão será regida pela lei do local de situação dos bens, independentemente da nacionalidade dos herdeiros.;Errado. A regra geral é a lei do domicílio do falecido, com exceção protetiva a herdeiros brasileiros.
O Brasil adota o princípio da não intervenção como diretriz de sua política externa.;Certo. Está previsto no art. 4º, inciso IV, da CF.
A emenda constitucional estadual que altera regra geral da Constituição Federal é compatível com o pacto federativo.;Errado. Estados não podem contrariar normas gerais e cláusulas constitucionais federais.
A Carta da ONU proíbe expressamente o uso da força nas relações internacionais.;Certo. O art. 2º, §4º, da Carta da ONU veda o uso da força contra integridade territorial ou independência política.
O STF entende que norma internacional sobre direitos humanos pode ter status supralegal.;Certo. Conforme entendimento consolidado no RE 466.343/SP.
A norma que regula a sucessão de bens de estrangeiros é cláusula pétrea da Constituição.;Errado. É norma constitucional, mas não é cláusula pétrea nos termos do art. 60, §4º.
A República Federativa do Brasil rege-se, nas relações internacionais, pela defesa da paz.;Certo. Previsto no art. 4º, VI, da CF/88.
O princípio da autodeterminação dos povos está presente entre os princípios expressos do art. 4º.;Certo. Art. 4º, III, CF/88.
A aplicação da lei brasileira à sucessão de estrangeiros depende de haver filho ou cônjuge brasileiro beneficiado.;Certo. É condição essencial segundo art. 10, §1º, da LINDB.
A lei pessoal do de cujus prevalecerá sempre sobre a lei brasileira no tocante à sucessão.;Errado. Só prevalece se for mais favorável ao cônjuge ou filhos brasileiros.
A norma que regula a sucessão de bens de estrangeiro não se aplica se o estrangeiro não deixou bens no Brasil.;Certo. Aplica-se apenas se os bens estiverem situados no Brasil.
A lei brasileira será aplicada à sucessão de bens de estrangeiros no país apenas se o estrangeiro for domiciliado no Brasil.;Errado. O critério é a localização dos bens e a proteção a herdeiros brasileiros.
A Constituição Brasileira prevê a integração dos povos da América Latina como princípio das relações internacionais.;Certo. Está no art. 4º, parágrafo único.
A Constituição autoriza o Brasil a conceder asilo político.;Certo. Art. 4º, inciso X, CF.
O princípio da independência nacional não integra os princípios de regência da política externa brasileira.;Errado. Está expressamente previsto no art. 4º, I, CF.
A promoção do desenvolvimento econômico somente interno é princípio das relações internacionais do Brasil.;"Errado. A CF fala em ""desenvolvimento nacional"", sem restringir ou opor ao internacional."
A LINDB é fonte de Direito Internacional Privado no Brasil.;Certo. Ela trata das regras de conflito de leis no espaço e no tempo.
O princípio da prevalência dos direitos humanos é expresso no art. 4º da CF.;Certo. Consta no inciso II do artigo 4º.
As normas constitucionais sobre sucessão internacional não dependem de regulamentação infraconstitucional para produzir efeitos.;Certo. Têm aplicação imediata por se tratar de direito fundamental.
A aplicação da lei brasileira na sucessão de bens de estrangeiros é obrigatória mesmo se desfavorecer os herdeiros brasileiros.;Errado. A aplicação se dá somente se for mais favorável ao cônjuge ou filhos brasileiros.
A nacionalidade do de cujus é irrelevante para fins da aplicação da lei brasileira na sucessão de seus bens no Brasil.;Certo. O critério relevante é a existência de cônjuge ou filho brasileiro e a localização dos bens no Brasil.
A sucessão por morte ou por ausência obedece à lei do país em que estiver domiciliado o defunto ou desaparecido.;Certo. Conforme art. 10 da LINDB, aplica-se a lei do domicílio do falecido como regra geral da sucessão.
A lei brasileira aplica-se à sucessão de bens de estrangeiro com bens no Brasil, mesmo que a lei pessoal do de cujus seja mais favorável.;Errado. Segundo art. 10, §1º da LINDB, aplica-se a lei brasileira somente se for mais favorável ao cônjuge ou filhos brasileiros.
A sucessão de bens de estrangeiros situados no País será regulada pela lei brasileira em benefício do cônjuge ou dos filhos brasileiros, sempre que não lhes seja mais favorável a lei pessoal do de cujus.;Certo. Essa é a exceção à regra geral do art. 10, conforme o §1º da LINDB.
A dignidade da pessoa humana é um dos princípios expressamente previstos no art. 4º da CF/88.;Errado. A dignidade da pessoa humana está no art. 1º, III, como fundamento da República, mas não consta expressamente no art. 4º como princípio das relações internacionais.
A Constituição Federal prevê expressamente a solução pacífica dos conflitos como princípio das relações internacionais do Brasil.;Certo. Está no art. 4º, inciso VII, da CF/88.
A Constituição Federal veda expressamente o uso da força nas relações internacionais.;Errado. Embora implícito pelo princípio da solução pacífica, não há menção expressa à proibição do uso da força no art. 4º da CF/88.
A emenda à constituição estadual que legisla sobre sucessão de bens de estrangeiro é válida, por ser matéria de interesse local.;Errado. Competência privativa da União, conforme art. 22, I, da CF/88.
A LINDB permite que governos estrangeiros adquiram bens imóveis no Brasil para quaisquer finalidades.;Errado. Podem adquirir apenas imóveis necessários ao funcionamento de embaixadas e consulados.
A aquisição de bens imóveis no Brasil por Estados estrangeiros só é permitida para instalação de sedes diplomáticas ou consulares.;Certo. É a exceção permitida no Direito Brasileiro.
A LINDB se aplica aos tratados internacionais assinados pelo Brasil.;Errado. A LINDB é norma de direito interno e não regula diretamente tratados internacionais, embora os complemente.
Os tratados internacionais aprovados pelo Congresso Nacional têm força de lei ordinária.;Certo. Conforme jurisprudência do STF, salvo se aprovados nos moldes do art. 5º, §3º da CF (quórum de emenda), caso em que têm força de norma constitucional.
A assinatura de tratados internacionais é ato de competência privativa do Presidente da República.;Certo. Art. 84, VIII da CF/88. A assinatura é uma aceitação precária do tratado.
A ratificação de tratado internacional é feita exclusivamente pelo Congresso Nacional.;"Errado. O Congresso aprova o tratado; a ratificação é formalizada pelo Presidente da República."
O Brasil adota o princípio da reciprocidade na concessão de privilégios a agentes diplomáticos estrangeiros.;Certo. É prática tradicional em direito internacional e política externa brasileira.
Os princípios das relações internacionais do Brasil incluem a defesa da paz e a autodeterminação dos povos.;Certo. Ambos estão expressamente previstos no art. 4º da CF/88.
A LINDB prevê que os bens móveis seguem a lei do domicílio do proprietário, ainda que estejam no exterior.;Certo. Regra clássica do art. 8º da LINDB.
A lei do país onde se situam os bens regula os direitos reais sobre imóveis.;Certo. É o disposto no art. 8º, §1º, da LINDB.
Os atos jurídicos praticados no exterior são válidos no Brasil, independentemente de homologação.;Errado. Precisam de homologação pelo STJ, quando exigido, especialmente para produção de efeitos no Brasil.
A sentença estrangeira só tem eficácia no Brasil se previamente homologada pelo STF.;Errado. Desde a EC 45/2004, a competência é do STJ, e não mais do STF.
A LINDB regula a aplicação da lei no espaço, no tempo e as relações jurídicas internacionais.;Certo. A LINDB trata da vigência, aplicação, interpretação da norma jurídica e conflitos de leis no espaço.
A LINDB não se aplica a normas de direito público, apenas ao direito privado.;Errado. Aplica-se a ambos os ramos, inclusive no direito administrativo.
A Constituição admite a concessão de extradição de brasileiros natos.;"Errado. Art. 5º, LI, da CF/88: ""nenhum brasileiro será extraditado, salvo o naturalizado""."
O Congresso Nacional participa da elaboração de tratados internacionais aprovando-os por decreto legislativo.;Certo. É assim que ocorre a internalização legislativa dos tratados.
A internalização de tratado exige aprovação por maioria absoluta do Congresso.;Errado. A aprovação se dá por maioria simples, salvo tratados sobre direitos humanos que queiram status de emenda constitucional.
O Presidente da República pode denunciar tratados internacionais sem necessidade de aprovação legislativa.;Certo. STF admite denúncia unilateral por ato exclusivo do Presidente, salvo previsão contrária no tratado.
Tratados de direitos humanos podem ter status constitucional se aprovados por 3/5 do Congresso em dois turnos.;Certo. Art. 5º, §3º da CF/88.
O Brasil não reconhece a jurisdição da Corte Internacional de Justiça.;Errado. O Brasil reconhece e aceita a jurisdição da CIJ, inclusive sendo parte em casos.
A Constituição admite a integração do Brasil em tratados que impliquem limitação à soberania nacional.;Certo. Desde que aprovados pelo Congresso e compatíveis com a Constituição.
A Convenção de Viena de 1969 regula o direito dos tratados entre Estados.;Certo. É a principal norma internacional sobre o tema.
O Brasil admite a cláusula da nação mais favorecida nos tratados comerciais.;Certo. É cláusula comum nos acordos da OMC e aceita pelo Brasil.
A sucessão testamentária de bens situados no Brasil segue obrigatoriamente a lei do local onde o testamento foi feito.;Errado. Segue a lei do domicílio do de cujus (art. 10), e aplica-se a lei brasileira se mais favorável aos herdeiros brasileiros (art. 10, §1º).
A sucessão legítima e testamentária é regulada pela lei do país em que estiver domiciliado o defunto, qualquer que seja a natureza dos bens.;Certo. Conforme o art. 10 da LINDB, a sucessão por morte ou ausência obedece à lei do domicílio do falecido.
Os bens situados no Brasil sempre obedecem à lei brasileira, independentemente da nacionalidade ou domicílio do proprietário.;Errado. A lei brasileira aplica-se a bens imóveis situados no Brasil, mas quanto à sucessão, prevalece a lei do domicílio do de cujus (art. 10, LINDB).
A lei do domicílio do falecido rege toda a sucessão, inclusive de bens localizados no Brasil.;Certo. Esta é a regra geral, salvo a exceção do §1º do art. 10 da LINDB.
A lei brasileira pode ser aplicada à sucessão de estrangeiro se houver bens no Brasil, herdeiro brasileiro e vantagem para este.;Certo. De acordo com o art. 10, §1º da LINDB, devem ser preenchidos os três requisitos cumulativamente.
Estados estrangeiros podem adquirir qualquer bem imóvel no Brasil, inclusive terras rurais.;Errado. Apenas os prédios para sedes diplomáticas e consulares são permitidos, como exceção.
A aquisição de imóveis por governos estrangeiros no Brasil depende de autorização do Congresso Nacional.;Errado. A LINDB veda tal aquisição, exceto para sedes diplomáticas e consulares.
Os consulados e embaixadas estrangeiras podem ser proprietários dos imóveis em que funcionam.;Certo. Essa é a exceção prevista na LINDB quanto à vedação da aquisição de imóveis.
A assinatura de tratados internacionais é ato exclusivo do Congresso Nacional.;Errado. A assinatura é de competência privativa do Presidente da República (art. 84, VIII, CF/88).
A assinatura de tratados não produz efeitos jurídicos internos sem ratificação e incorporação.;Certo. A assinatura é o primeiro passo. Após isso, há ratificação, aprovação legislativa e promulgação.
A assinatura de tratados pelo presidente da República permite reservas ao seu conteúdo.;Certo. Conforme a Convenção de Viena, é possível apresentar reservas na fase de assinatura.
Governadores de estado podem firmar tratados internacionais com países estrangeiros.;Errado. Apenas a União pode celebrar tratados com entes estrangeiros.
Após a assinatura presidencial, os tratados já produzem efeitos no direito interno.;Errado. Ainda é necessária a aprovação do Congresso Nacional e posterior promulgação.
Os tratados internacionais têm hierarquia superior à Constituição Federal.;"Errado. Nenhum tratado está acima da Constituição; no máximo têm status de lei ou de emenda, conforme o caso."
Tratados internacionais ordinários têm o mesmo status normativo que as leis ordinárias.;Certo. Segundo jurisprudência do STF, os tratados em geral têm status de lei ordinária.
Tratados internacionais de direitos humanos podem ter status de emenda constitucional.;Certo. Se aprovados em dois turnos por 3/5 de cada casa, conforme art. 5º, §3º, CF/88.
A LINDB aplica-se apenas ao direito civil e não tem aplicação internacional.;Errado. A LINDB é norma de direito internacional privado e aplica-se às normas em geral.
A lei do local da celebração do contrato rege a validade e os efeitos do mesmo.;Errado. Segundo o art. 9º da LINDB, a obrigação é regida pela lei do país onde se constituiu.
A validade do casamento é regulada pela lei do local em que foi celebrado.;Certo. É a regra do art. 7º da LINDB.
O divórcio é regido pela lei do país do domicílio conjugal.;Certo. É o entendimento do art. 7º da LINDB, que regula o direito de família pelo domicílio.
O direito brasileiro permite a aplicação da lei estrangeira se não ofender a soberania nacional.;Certo. Aplicações da lei estrangeira devem respeitar os princípios de ordem pública brasileira.
O domicílio da pessoa natural é regido pela lei do local onde ela reside com ânimo definitivo.;Certo. Esse é o conceito clássico e aceito no Brasil.
A lei pessoal do estrangeiro que falece com bens no Brasil nunca será considerada na sucessão.;Errado. A regra é a aplicação da lei pessoal (domicílio do falecido), salvo exceção do §1º, art. 10.
A aplicação da lei estrangeira nunca é admitida no Brasil.;Errado. A LINDB permite a aplicação da lei estrangeira, desde que não contrarie princípios fundamentais.
A LINDB tem natureza de norma de sobredireito e orienta a interpretação de todo o ordenamento.;Certo. A LINDB é norma fundamental de interpretação e aplicação das leis.
A nacionalidade do falecido é o critério principal para determinação da lei sucessória.;Errado. O critério é o domicílio do de cujus, conforme art. 10 da LINDB.
O cônjuge estrangeiro é sempre beneficiado pela lei brasileira se houver bens no Brasil.;Errado. Só será se houver também cônjuge ou filho brasileiro e a lei brasileira for mais favorável.
O Brasil pode aplicar a lei estrangeira mesmo que o resultado prejudique o herdeiro brasileiro.;Certo. Desde que não haja os três requisitos do §1º do art. 10 da LINDB, aplica-se a lei do domicílio.
A LINDB trata apenas de normas internas brasileiras e não regula conflitos internacionais.;Errado. A LINDB é instrumento fundamental do direito internacional privado no Brasil.
O foro competente para julgar herança de estrangeiro com bens no Brasil será sempre estrangeiro.;Errado. A jurisdição brasileira será competente se houver bens no Brasil.
A validade de testamento lavrado no exterior não será reconhecida no Brasil em hipótese alguma.;Errado. Pode ser reconhecido, desde que homologado pelo STJ e que respeite a ordem pública brasileira.
