. O Brasil defende o aumento dos gastos militares como meio de garantir a segurança internacional.;❌ Errado. O Brasil critica os altos gastos militares e defende a paz mundial, como afirmado por Lula na CARICOM.
19. O Brasil reconhece o papel da arte na crítica às guerras, como no caso de Guernica.;✅ Certo. A obra de Picasso é citada como símbolo de indignação contra os conflitos.
20. O Brasil vê as tensões geopolíticas como agravantes da insegurança alimentar e energética.;✅ Certo. Isso é destacado no discurso na ONU.
21. A política externa brasileira baseia-se na primazia da força militar.;❌ Errado. Ela se baseia na diplomacia, soberania, inviolabilidade e paz.
22. O princípio da inviolabilidade diplomática é defendido apenas em casos que interessam ao Brasil.;❌ Errado. O Brasil aplica o princípio universalmente, como demonstrado em diferentes contextos.
23. A obra “América Invertida” é utilizada para reforçar uma visão tradicional do continente.;❌ Errado. Ela é usada para criticar a visão imposta de fora, que relega o Sul.
24. O Brasil condenou o ataque aéreo ao consulado iraniano com base no direito internacional.;✅ Certo. Citou expressamente as Convenções de Viena e os princípios da Carta da ONU.
25. A política externa brasileira é indiferente aos conflitos no Oriente Médio.;❌ Errado. O Brasil expressa preocupação e pede contenção para preservar a estabilidade.
26. A resposta brasileira a crises internacionais inclui solidariedade e respeito ao direito internacional.;✅ Certo. As notas diplomáticas e discursos são pautados nesses princípios.
27. O Brasil vê a guerra como fator civilizacional positivo.;❌ Errado. Guerra é associada à destruição, sofrimento e morte.
28. A ação do Equador na embaixada mexicana foi considerada legal pelo Brasil.;❌ Errado. Foi considerada clara violação da Convenção de Viena.
29. A defesa da paz é acompanhada pela crítica ao comércio de armas.;✅ Certo. Lula critica os gastos de trilhões de dólares com armamentos.
30. A diplomacia brasileira procura atuar com base na Carta das Nações Unidas.;✅ Certo. O Brasil cita a Carta como base de sua política externa, especialmente nos princípios de soberania e paz.
. O Brasil reconhece governos, não Estados.;Errado. O Brasil reconhece Estados, não governos. Segundo o Ministro Mauro Vieira, governos são resultado dos processos políticos internos de cada país.
2. O Brasil condenou veementemente a violação da Embaixada do México no Equador.;Certo. A nota à imprensa n° 145 afirma que a ação constitui grave precedente e deve ser objeto de enérgico repúdio.
3. A política externa brasileira atual rejeita o universalismo e foca apenas na América do Sul.;Errado. O Brasil reorienta sua política externa com base no universalismo, buscando parcerias em todas as regiões do globo.
4. O Brasil considera a integração latino-americana um princípio constitucional.;Certo. Está expresso que a integração regional é princípio consagrado na Constituição brasileira.
5. A obra “América Invertida” foi usada por Lula para ilustrar uma crítica à adoção acrítica de visões externas.;Certo. Lula usou a obra para demonstrar como muitas vezes se adotam pontos de vista que não favorecem a América do Sul.
6. O Brasil justificou o ataque ao consulado iraniano na Síria como legítima defesa.;Errado. O Brasil condenou o ataque e lembrou o princípio da inviolabilidade das missões diplomáticas.
7. O Brasil considera o respeito à soberania e à integridade territorial como princípios fundamentais da ONU.;Certo. Foi afirmado na nota sobre o ataque ao consulado iraniano.
8. O governo brasileiro expressou solidariedade ao governo russo após o atentado no Crocus City Hall.;Certo. A nota n° 129 expressou consternação, solidariedade e repúdio ao terrorismo.
9. A atual política externa brasileira rejeita a diplomacia em favor de soluções unilaterais.;Errado. A fala do ministro Mauro Vieira reforça a centralidade da diplomacia e da negociação para a paz.
10. O Brasil defende a contenção de hostilidades no Oriente Médio.;Certo. A nota de 3 de abril de 2024 expressa preocupação com os focos de hostilidade na região.
11. O Brasil reconheceu como legítimo o ingresso da polícia equatoriana na embaixada mexicana.;Errado. O Brasil repudiou a ação como violação clara do direito internacional.
12. O Brasil apoia um mundo multipolar e inclusivo.;Certo. O discurso de Mauro Vieira defende uma ordem mundial com menos desigualdades e mais segurança.
13. O Brasil é indiferente às crises globais como mudança climática e desigualdade.;Errado. O discurso de Lula na ONU destaca a desigualdade como raiz das crises contemporâneas.
14. A política externa brasileira atual é considerada um projeto de governo, não de Estado.;Errado. A política de integração, por exemplo, é conduzida como projeto de Estado.
15. A diplomacia brasileira valoriza a inviolabilidade das missões diplomáticas.;Certo. É reafirmado nas notas oficiais sobre o Irã e o México.
16. O Brasil condena guerras e prioriza soluções pacíficas.;Certo. Em vários discursos, como na CARICOM, o Brasil enfatiza o combate às guerras.
17. O Brasil apoia o uso de novas tecnologias mesmo quando disseminam intolerância.;Errado. O discurso de Lula alerta que tecnologias têm alimentado racismo, intolerância e xenofobia.
18. A integração com África, Ásia e BRICS faz parte da nova agenda externa brasileira.;Certo. Está destacado no discurso da embaixadora Maria Laura da Rocha.
19. A política externa foi reorientada para recolocar o Brasil em seu devido lugar no mundo.;Certo. Essa é uma meta explicitada por Mauro Vieira na audiência na Câmara.
20. O Brasil defende o direito de intervenção humanitária em embaixadas estrangeiras.;Errado. O Brasil defende o princípio da não intervenção e inviolabilidade diplomática.
21. O Mercosul é visto apenas como um bloco econômico, sem função política.;Errado. O Mercosul é visto como resultado do princípio constitucional da integração latino-americana.
22. A política externa brasileira atual prioriza exclusivamente os países do Sul Global.;Errado. Embora valorize o Sul Global, o Brasil busca parcerias globais com base no universalismo.
23. O Brasil não reconhece a validade das Convenções de Viena.;Errado. O Brasil cita e defende explicitamente as Convenções de Viena sobre Relações Diplomáticas e Consulares.
24. O Brasil considera que gastar trilhões com armamentos é inaceitável frente aos desafios sociais.;Certo. Lula afirmou que o mundo gasta mais de US$ 2 trilhões em armas, enquanto enfrenta crises globais.
25. A política externa brasileira adota como eixo a promoção da paz e do desenvolvimento sustentável.;Certo. Os discursos apontam para essa diretriz em diversos fóruns internacionais.
26. O Brasil age de forma unilateral em suas ações diplomáticas.;Errado. O país valoriza o multilateralismo, o diálogo e o consenso.
27. O governo brasileiro desconsidera as tradições diplomáticas do país em sua política externa.;Errado. Os discursos demonstram continuidade com os princípios tradicionais da diplomacia brasileira.
28. O respeito ao direito internacional é um pilar da política externa brasileira.;Certo. Essa diretriz é reiterada em todas as manifestações oficiais.
29. A obra “Guernica”, de Picasso, é usada como símbolo da esperança diante das guerras.;Errado. A obra é citada como símbolo da indignação com a destruição causada pelas guerras.
30. O Brasil tem como princípio a não intervenção nos assuntos internos de outros países.;Certo. Está expresso em nota à imprensa de novembro de 2024.
O Brasil defende a intervenção em embaixadas estrangeiras quando há justificativa política.;Errado. O Brasil repudiou a ação do Equador na embaixada mexicana, independentemente da justificativa.
O Brasil manifestou solidariedade ao México após a invasão da embaixada em Quito.;Certo. O governo brasileiro manifestou solidariedade ao governo mexicano.
O princípio da não intervenção é um valor pouco relevante na diplomacia brasileira.;Errado. O Brasil valoriza fortemente o princípio da não intervenção.
A integração latino-americana é um princípio constitucional da política externa brasileira.;Certo. A integração regional é um princípio expresso na Constituição.
O MERCOSUL não tem relação com os princípios constitucionais brasileiros.;Errado. O MERCOSUL é resultado do princípio de integração previsto na Constituição.
A política de integração regional do Brasil é considerada um projeto de Estado.;Certo. A integração é tratada como um interesse de longo prazo, que transcende governos.
A reconstrução de pontes com a América do Sul é uma diretriz da atual política externa.;Certo. O Brasil busca retomar uma dinâmica com países vizinhos e foros regionais.
O objetivo da política externa recente é isolar o Brasil das grandes potências.;Errado. O objetivo é reposicionar o Brasil no mundo e ampliar o diálogo com todos os parceiros.
O Brasil adota uma postura universalista nas relações internacionais.;Certo. O país busca diversificar suas parcerias com todas as regiões do mundo.
A diplomacia brasileira reconhece governos, não estados.;Errado. A diplomacia brasileira reconhece estados, não governos.
A política externa brasileira tem como base o respeito ao direito internacional.;Certo. A tradição diplomática brasileira está firmada no direito internacional.
A política externa brasileira busca um alinhamento automático com grandes potências.;Errado. O Brasil evita alinhamentos automáticos, mantendo soberania nas decisões.
A diplomacia brasileira privilegia o diálogo, inclusive com quem tem posições divergentes.;Certo. O diálogo com todos é uma marca da tradição diplomática brasileira.
O Brasil deseja contribuir com soluções negociadas para desafios globais.;Certo. O país busca ser voz ativa em temas como fome, clima e segurança.
A atuação brasileira em organismos multilaterais é secundária.;Errado. O Brasil busca renovar seu compromisso com organismos multilaterais.
A política externa atual busca reconstruir pontes com o mundo.;Certo. Essa é uma das metas centrais da atual diplomacia brasileira.
O Brasil defende a reforma do Conselho de Segurança da ONU.;Certo. O país apoia uma reforma democrática do órgão.
O pragmatismo é uma característica da política externa brasileira.;Certo. A tradição diplomática brasileira combina universalismo e pragmatismo.
A diplomacia brasileira ignora os temas de direitos humanos e meio ambiente.;Errado. O Brasil se compromete com esses temas como parte de sua atuação global.
O Brasil rompeu relações com a China em prol de parceiros tradicionais.;Errado. O Brasil mantém relações com todos os parceiros sem prejuízo mútuo.
A tradição diplomática brasileira é contra o alinhamento automático.;Certo. A história diplomática do Brasil valoriza autonomia e multilateralismo.
O Vice-Presidente Alckmin afirmou que o Brasil deve priorizar apenas um parceiro internacional.;Errado. Ele afirmou que o Brasil pode manter relações com todos, sem exclusividade.
A política externa recente retoma os princípios da Constituição de 1988.;Certo. A diplomacia atual busca reafirmar os valores constitucionais.
O Brasil historicamente atuou como satélite de grandes potências.;Errado. O país evita ser subordinado a qualquer nação ou bloco.
O Atlântico Sul é parte importante da orientação geoestratégica brasileira.;Certo. É uma base de partida para o universalismo da política externa brasileira.
O Presidente Lula declarou que o Brasil está de volta ao cenário global.;Certo. A frase expressa o retorno ativo da diplomacia brasileira.
A atual política externa ignora os países em desenvolvimento.;Errado. O Brasil busca atuar entre países desenvolvidos e em desenvolvimento.
A diplomacia brasileira rejeita o multilateralismo e busca acordos bilaterais exclusivamente.;Errado. O multilateralismo é uma diretriz essencial da política externa.
O Brasil se afastou do cenário internacional nos últimos anos por ideologia limitante.;Certo. Essa crítica foi feita nos discursos recentes de diplomatas.
A recuperação da imagem internacional do Brasil é parte dos objetivos atuais da política externa.;Certo. O reposicionamento internacional é prioridade desde 2023.
A política externa brasileira atual aceita a divisão do mundo em blocos ideológicos.;"Errado. Lula afirmou que tal tentativa ""não possui lastro na realidade"" e que a multipolaridade é bem-vinda."
O Brasil defende a multipolaridade como traço central do século XXI.;"Certo. O Presidente Lula destacou a multipolaridade como um componente ""inexorável e bem-vindo""."
O Brasil deseja que a América Latina se integre ao mundo de forma unida.;Certo. Lula questionou se a América Latina quer se integrar ao mundo “unida ou separada”, sugerindo preferência pela união.
A América Latina deve se submeter a um dos polos de poder global.;Errado. A política brasileira atual rejeita a submissão a blocos ou zonas de influência.
O Brasil voltou a ser irrelevante nas decisões internacionais.;Errado. Segundo Celso Amorim, o Brasil faz parte do “grande jogo da política mundial”.
O Brasil é visto com indiferença em debates geopolíticos atuais.;Errado. Amorim afirmou que não há indiferença em relação à posição do Brasil.
A política externa ativa e altiva é defendida pelo governo atual.;Certo. Lula citou Celso Amorim para reafirmar esse modelo de atuação internacional.
A subserviência é um caminho aceitável para o crescimento do Brasil.;Errado. Lula rejeitou a subserviência como estratégia, defendendo respeito internacional.
O Brasil busca equilíbrio nas relações com China e Estados Unidos.;Certo. Lula afirmou que não deseja brigar com um para se aproximar do outro.
O Brasil adota postura de antagonismo direto com grandes potências.;Errado. A diplomacia brasileira defende pluralidade e equilíbrio nas relações internacionais.
A atual política externa reconhece múltiplas crises globais simultâneas.;Certo. Mauro Vieira mencionou várias fraturas: sociais, ambientais, geopolíticas etc.
O Brasil considera aceitável um mundo dividido em zonas de influência.;Errado. Lula declarou que é “inaceitável regredir a um mundo dividido em zonas de influência”.
O multilateralismo é parte da resposta brasileira à crise global.;Certo. Lula afirmou: “A resposta para a crise do multilateralismo é mais multilateralismo.”
O conceito de Sul Global é rejeitado pelo governo brasileiro.;Errado. Lula defendeu o conceito, reconhecendo interesses comuns entre os países do Sul.
O Sul Global compartilha visões semelhantes sobre desenvolvimento e paz.;Certo. Lula destacou a unidade de perspectivas entre países do Sul Global.
A luta pela descolonização e desenvolvimento faz parte da história do Sul Global.;Certo. O discurso menciona essa trajetória como base para os desafios atuais.
O Brasil entende o Sul Global como força positiva para a paz.;Certo. Mauro Vieira ressaltou a contribuição do Sul Global para resoluções da ONU.
Os países do Sul Global votaram contra a resolução da ONU sobre Gaza.;Errado. Foram eles que apoiaram a resolução pedindo cessação de hostilidades.
O Brasil pretende liderar sozinho o processo de paz mundial.;Errado. O país busca agir junto ao Sul Global e no multilateralismo, não isoladamente.
O Brasil ignora o G20 em sua atuação diplomática.;Errado. Lula discursou na Cúpula do G20 e defendeu a reforma das instituições globais.
A reforma das instituições de governança global é apoiada pelo Brasil.;Certo. Lula defendeu essa reforma no G20.
O conceito de “política externa altiva” está abandonado no governo Lula.;Errado. O conceito foi reafirmado por Lula e Celso Amorim.
O Brasil deseja retomar protagonismo global com base em respeito mútuo.;Certo. Lula destaca o respeito como essencial para relações políticas e comerciais.
O Brasil busca limitar suas relações aos BRICS e países do Sul.;Errado. A política é plural e busca relações com todos, sem exclusões.
O discurso oficial brasileiro reconhece a ascensão do protecionismo como desafio global.;Certo. Mauro Vieira incluiu o protecionismo entre as fraturas globais.
O Brasil vê o Sul Global como homogêneo em sua cultura e política.;Errado. Lula reconhece a diversidade, mas enfatiza os interesses comuns.
O Brasil recusa contribuir com os Objetivos de Desenvolvimento Sustentável.;Errado. Lula afirmou que os ODS são o resumo mais fiel das aspirações do Sul Global.
O Brasil vê o multilateralismo como entrave para sua soberania.;Errado. O país defende o multilateralismo como instrumento de paz e equilíbrio.
O Sul Global, segundo o Brasil, quer aprofundar relações entre si.;Certo. Essa foi a mensagem na entrevista de Celso Amorim ao Der Spiegel.
O Brasil vê as crises globais como desconectadas entre si.;Errado. O discurso de Mauro Vieira reconhece a interconexão das crises globais.
O Brasil defende uma ordem internacional baseada em regras, como alternativa ao direito internacional.;❌ Errado. O Brasil, representado por Celso Amorim e Mauro Vieira, critica a “ordem baseada em regras” e defende o direito internacional como base legítima da ordem mundial.
2. Segundo Celso Amorim, a “ordem baseada em regras” é clara e objetiva.;❌ Errado. Ele afirma que essa “ordem” muda conforme conveniências e não substitui o direito internacional.
3. O Brasil defende a aplicação de sanções unilaterais como instrumento legítimo do sistema internacional.;❌ Errado. As sanções unilaterais são mencionadas como parte das ameaças que o mundo enfrenta, sendo criticadas.
4. Celso Amorim afirmou que respeitar a diversidade é essencial para a paz.;✅ Certo. Ele afirmou que respeitar a diversidade é um pré-requisito para a paz em um mundo multipolar.
5. A perspectiva brasileira é que o BRICS é uma aliança militar com potencial de rivalizar com a OTAN.;❌ Errado. O BRICS não é uma aliança militar, e sim uma plataforma de cooperação entre países emergentes.
6. A recente ampliação do BRICS é vista pelo Brasil como um avanço para promover uma ordem mais plural.;✅ Certo. Lula afirmou que a ampliação fortalece a luta por uma ordem que acomode a pluralidade do século XXI.
7. O conceito de “Sul Global” é rejeitado pelo Brasil por ser heterogêneo demais.;❌ Errado. Lula reconhece a diversidade, mas afirma que há mais interesses que unem do que diferenças que separam.
8. O Brasil vê o BRICS como herdeiro do Movimento Não Alinhado e do G77.;✅ Certo. Mauro Vieira afirmou que o BRICS é herdeiro desses movimentos históricos.
9. Celso Amorim afirmou que o BRICS segue a agenda imposta pela China.;❌ Errado. Ele afirmou que, embora a China tenha mais peso econômico, o grupo não segue uma agenda chinesa.
10. O Brasil defende o comércio entre países do BRICS em moedas locais.;✅ Certo. A iniciativa foi apontada como vinda do Brasil e da Rússia.
11. Segundo o Brasil, o direito internacional deve ser aplicado com justiça e sem impunidade.;✅ Certo. Mauro Vieira defende investigação, responsabilização e penalidades para garantir o Estado de Direito.
12. O BRICS representa mais de um terço do PIB global por paridade de poder de compra.;✅ Certo. Lula afirmou que representa 36% do PIB global (PPC).
13. O Brasil considera a “ordem baseada em regras” como mais sólida que o direito internacional.;❌ Errado. A posição brasileira é que o direito internacional é a base legítima e duradoura.
14. O BRICS concentra mais da metade das reservas globais de terras raras, manganês e grafite.;✅ Certo. O BRICS detém 72% das terras raras, 76% do manganês e 50% do grafite.
15. Para o Brasil, os BRICS são apenas um conceito econômico sem efeitos concretos.;❌ Errado. Lula afirmou que o BRICS é uma realidade palpável construída ao longo de décadas.
16. O Brasil propõe reescrever as regras internacionais com base em interesses nacionais.;❌ Errado. A proposta é fortalecer o direito internacional, não substituí-lo por regras ad hoc.
17. A ideia de “ordem baseada em regras” é criticada por ser subjetiva e variável.;✅ Certo. Amorim destacou que não se sabe quais são as regras nem como elas mudam.
18. O BRICS se propõe a rivalizar com a OTAN no campo da segurança.;"❌ Errado. O BRICS não tem caráter militar; seu foco é cooperação econômica e política."
19. O Brasil considera que o BRICS é uma resposta ao imobilismo da governança econômica global.;✅ Certo. Lula declarou que o BRICS surgiu diante do imobilismo e ausência de reformas nas instituições econômicas.
20. Segundo Amorim, a influência da China nos BRICS é absoluta e unilateral.;❌ Errado. Ele reconhece a influência da China, mas afirma que ela não impõe uma agenda ao grupo.
21. A defesa do direito internacional implica, segundo o Brasil, ações concretas como investigações e sanções.;✅ Certo. Mauro Vieira defendeu a responsabilização concreta para evitar a impunidade.
22. O BRICS tem baixa representatividade populacional no mundo.;❌ Errado. Lula afirmou que o grupo reúne mais de 3,6 bilhões de pessoas.
23. O Brasil considera que os países do Sul Global compartilham uma perspectiva comum sobre o mundo.;✅ Certo. Lula defendeu que há uma visão semelhante e aspirações conjuntas.
24. A ideia de uma “Nova Ordem Econômica Internacional” não influencia o BRICS segundo o Brasil.;❌ Errado. O Brasil vê o BRICS como herdeiro dessa luta histórica.
25. A atuação do Brasil no Conselho de Segurança da ONU prioriza o princípio da justiça e do Estado de Direito.;✅ Certo. Mauro Vieira destacou a necessidade de aplicar justiça e manter o Estado de Direito.
26. O Brasil acredita que as regras internacionais devem ser adaptadas conforme as potências dominantes.;❌ Errado. A crítica à “ordem baseada em regras” é justamente contra sua mutabilidade conforme interesses de grandes potências.
27. O Brasil considera a diversidade entre os países do Sul Global como um obstáculo à cooperação.;❌ Errado. Lula afirmou que há mais elementos de união do que de separação entre esses países.
28. O Brasil afirma que os BRICS são uma construção histórica fundamentada na busca por equidade global.;✅ Certo. Essa é uma das ideias centrais defendidas por Lula e Mauro Vieira.
29. O direito internacional é visto pelo Brasil como flexível e adaptável às conjunturas.;❌ Errado. O Brasil defende o direito internacional como base robusta, não como um instrumento flexível às conveniências.
30. O BRICS é uma iniciativa brasileira que visa apenas ganhos comerciais.;❌ Errado. O Brasil vê o BRICS como uma plataforma estratégica para a transformação da ordem global e promoção da cooperação.
O Novo Banco de Desenvolvimento (NDB) foi criado pelos países do G7 para financiar projetos de infraestrutura na Europa.;Errado. O NDB foi criado pelos países do BRICS (Brasil, Rússia, Índia, China e África do Sul) para financiar projetos de infraestrutura nos países em desenvolvimento.
O NDB busca financiar projetos alinhados às prioridades nacionais, sem impor condicionalidades.;Certo. Diferente das instituições de Bretton Woods, o NDB respeita as prioridades nacionais e evita condicionalidades.
A governança do NDB é baseada na igualdade de voto entre os países membros.;Certo. Um dos diferenciais do NDB é sua governança equitativa, sem domínio de um país sobre os demais.
Dilma Rousseff assumiu a presidência do NDB em 2023.;Certo. Dilma Rousseff tomou posse como presidente do NDB em abril de 2023.
O NDB já financiou mais de 300 projetos desde sua criação.;Errado. Até 2024, o NDB contava com quase 100 projetos financiados.
O NDB impõe programas com severas condicionalidades aos países tomadores de crédito.;Errado. O NDB evita condicionalidades, focando em projetos que atendam às prioridades nacionais.
A criação do NDB foi uma resposta à falta de reformas nas instituições financeiras tradicionais.;Certo. A ausência de reformas no sistema financeiro internacional foi uma das motivações para a criação do NDB.
O NDB é uma iniciativa exclusiva da China dentro do BRICS.;Errado. O NDB é uma iniciativa conjunta dos cinco países fundadores do BRICS.
O NDB tem sede em Nova York, onde opera em conjunto com o FMI.;Errado. O NDB tem sede em Xangai, China, e é independente do FMI.
O NDB busca promover uma transição justa e soberana para os países em desenvolvimento.;Certo. Essa é uma das metas declaradas do banco sob a liderança atual.
A Cúpula de Joanesburgo de 2023 resultou na expansão do BRICS para incluir cinco novos membros.;Certo. Arábia Saudita, Emirados Árabes Unidos, Irã, Etiópia e Egito foram admitidos.
O BRICS foi criado com o objetivo de substituir a ONU como fórum internacional de governança.;Errado. O BRICS visa reformar instituições internacionais, não substituí-las.
O BRICS busca promover o multilateralismo inclusivo e uma ordem internacional mais representativa.;Certo. Estes são princípios centrais reafirmados nas cúpulas do grupo.
O BRICS é uma aliança militar criada em resposta à OTAN.;Errado. O BRICS é uma plataforma de cooperação política e econômica, não militar.
O tema da Cúpula de Joanesburgo de 2023 foi “BRICS e a África: Parceria para o crescimento mutuamente acelerado, o desenvolvimento sustentável e o multilateralismo inclusivo”.;Certo. Este foi o tema oficial da cúpula.
O BRICS visa apenas fortalecer laços comerciais entre Brasil e China.;Errado. O BRICS possui uma agenda ampla que inclui segurança, desenvolvimento sustentável e governança internacional.
O Brasil presidirá o BRICS em 2025.;Certo. Essa presidência rotativa caberá ao Brasil nesse ano.
O BRICS representa atualmente mais de 70% do comércio mundial.;Errado. O BRICS ampliado representa cerca de 34% do comércio exterior do Brasil, não do mundo.
O BRICS surgiu como herdeiro das lutas do G77 e do Movimento dos Não Alinhados.;Certo. Isso foi afirmado por autoridades brasileiras em discursos recentes.
A diversidade dos membros do BRICS é considerada um obstáculo à sua cooperação efetiva.;Errado. A diversidade é apontada como uma força, e não uma fraqueza, do grupo.
O BRICS defende a promoção da paz e do direito internacional.;Certo. Esses são valores reiteradamente defendidos pelo grupo.
Os países do BRICS atuam sempre sob o princípio de imposição de suas vontades em fóruns internacionais.;Errado. O BRICS busca cooperação e consenso, respeitando a soberania de seus membros.
O BRICS é uma das principais plataformas político-diplomáticas do Brasil.;Certo. O grupo é visto como uma ferramenta estratégica da política externa brasileira.
A expansão do BRICS reduz a importância do Brasil dentro do grupo.;Errado. A expansão pode fortalecer o peso do grupo e abrir mais oportunidades para o Brasil.
A presidência do BRICS é permanente e atualmente pertence à China.;Errado. A presidência do BRICS é rotativa e não pertence permanentemente a nenhum país.
A expansão do BRICS foi decidida durante a Cúpula de Kazan, em 2024.;Errado. A expansão foi acordada na Cúpula de Joanesburgo, em 2023.
A governança do BRICS baseia-se na igualdade soberana e no consenso.;Certo. Esses princípios são pilares do funcionamento do grupo.
O BRICS busca criar uma nova ordem mundial excludente.;Errado. O grupo busca uma ordem mais justa, democrática e representativa.
O BRICS tem três pilares de atuação: político e de segurança, econômico e financeiro, e cultural e interpessoal.;Certo. Essa estrutura foi reafirmada em documentos oficiais do grupo.
O BRICS ampliado representa mais de 3,6 bilhões de pessoas no mundo.;Certo. Esse número foi mencionado por autoridades brasileiras como parte da relevância do grupo.
A XVI Cúpula do BRICS ocorreu em Kazan, na China.;Errado. A cúpula foi realizada em Kazan, na Rússia.
A XVI Cúpula do BRICS foi a primeira reunião dos chefes de Estado com a nova configuração ampliada de dez países.;Certo. Foi a primeira cúpula com a participação dos novos membros admitidos em 2023.
O principal tema da Cúpula de Kazan foi a criação da categoria de países parceiros do BRICS.;Certo. Essa foi a principal pauta da reunião, conforme declarado oficialmente.
O Brasil defende que a expansão do BRICS seja feita com base em critérios previamente definidos.;Certo. O Brasil defende que os critérios sejam discutidos antes da indicação de países.
O BRICS aceita países que impõem sanções unilaterais como novos parceiros.;Errado. Um dos critérios defendidos é que os países não imponham sanções não autorizadas pelo Conselho de Segurança da ONU.
A presidência do BRICS é permanente e pertence à China.;Errado. A presidência do BRICS é rotativa. O Brasil assumirá em 2025.
O Brasil assumirá a presidência do BRICS em 1º de janeiro de 2025.;Certo. A presidência brasileira será exercida durante todo o ano de 2025.
O lema da presidência brasileira do BRICS será “Fortalecendo a Cooperação do Sul Global para uma Governança mais Inclusiva e Sustentável”.;Certo. Este será o lema da presidência do Brasil em 2025.
O BRICS representa atualmente 10% da população mundial.;Errado. O BRICS representa cerca de 46% da população mundial.
O BRICS ampliado representa aproximadamente 36% do PIB global.;Certo. Esse dado foi mencionado pelo chanceler brasileiro.
O Brasil indicou a Bolívia como novo membro pleno do BRICS.;"Errado. O Brasil não indicou países específicos; apoia a Bolívia como parceira, mas defende critérios gerais."
O Brasil defende que a expansão do BRICS ocorra com base em distribuição geográfica.;Certo. Esse é um dos critérios defendidos pelo Brasil.
O Brasil vê positivamente a inclusão da Bolívia e de países da América do Sul como parceiros do BRICS.;Certo. Essa posição foi explicitada por Lula em 2024.
O BRICS defende uma reforma da ONU e do Conselho de Segurança.;Certo. Essa é uma prioridade reiterada, especialmente pelo Brasil.
A Declaração de Kazan reafirma o compromisso do BRICS com o multilateralismo e a paz.;Certo. A declaração enfatiza o multilateralismo, a ordem justa e a paz.
O BRICS é contrário à inclusão de novos países e à formação de categorias associadas.;Errado. A criação da categoria de países parceiros foi tema central da XVI Cúpula.
O Brasil possui tradição de presidências do BRICS focadas em resultados concretos.;Certo. Em 2014, por exemplo, foram criados o NDB e o Acordo Contingente de Reservas.
O Novo Banco de Desenvolvimento foi criado durante a presidência sul-africana do BRICS.;Errado. Foi criado em 2014, durante a presidência brasileira.
A Declaração de Kazan menciona a valorização da democracia e da inclusão.;Certo. São princípios reafirmados na declaração final da cúpula.
O BRICS rejeita o sistema multilateral e busca substituí-lo por instituições próprias.;Errado. O BRICS busca reformar e fortalecer o multilateralismo, não abandoná-lo.
A cúpula de Kazan reforçou os três pilares de cooperação do BRICS.;"Certo. Política e segurança; economia e finanças; e cultura e relações interpessoais."
