Nação é um conceito jurídico que se confunde com o Estado?;❌ Errado. Nação é um conceito sociológico, ligado a etnia, religião, costumes, etc.
A Constituição Mexicana de 1917 e a de Weimar de 1919 são exemplos do Estado Liberal clássico?;❌ Errado. São exemplos de constituições sociais do pós-guerra.
O neoconstitucionalismo valoriza mais os princípios e valores do que a rigidez da norma escrita?;✅ Certo.
O constitucionalismo moderno surgiu como conceito ocidental de constituição, com garantias escritas?;✅ Certo.
O movimento constitucional inglês começou com uma revolução sangrenta?;❌ Errado. Foi um processo histórico, com marcos como a Magna Carta de 1215.
A Revolução Francesa consolidou o Estado Liberal, com limitação do poder e defesa de direitos?;✅ Certo.
A concepção moderna de constitucionalismo surgiu com o Iluminismo e as revoluções do século XVIII?;✅ Certo.
Lassale defendia o sentido jurídico da constituição?;❌ Errado. Lassale defendia o sentido sociológico, baseado nos fatores reais de poder.
Carl Schmitt defendia o sentido político da constituição?;✅ Certo.
Hans Kelsen defendia que a constituição é uma norma fundamental e puramente jurídica?;✅ Certo. Para Kelsen, a constituição é uma norma pura, sem base sociológica, política ou filosófica.
Segundo Kelsen, a Constituição é um mero convite aos poderes públicos, sem caráter normativo obrigatório?;❌ Errado. Para Kelsen, a Constituição é norma obrigatória, ponto de partida do ordenamento jurídico.
Ferdinand Lassale foi o autor da teoria da força normativa da Constituição?;❌ Errado. Essa teoria foi desenvolvida por Konrad Hesse.
Carl Schmitt defendia que a Constituição é composta apenas por normas organizativas do Estado?;"✅ Certo. Para ele, só essas normas são constitucionais; o resto seriam ""leis constitucionais""."
Lassale via a constituição escrita como uma folha de papel, e a constituição real como os fatores reais de poder?;✅ Certo.
O sentido jurídico de Kelsen tem dois aspectos: lógico-jurídico e jurídico-positivo?;"✅ Certo. O primeiro é hipotético; o segundo, a norma suprema efetiva."
A constituição cesarista é promulgada pelo povo e depois outorgada pelo governante?;❌ Errado. É outorgada pelo governante, mas submetida à aprovação popular.
A constituição semiflexível pode ser alterada parcialmente por leis ordinárias?;✅ Certo. Parte dela exige rito especial, outra parte pode ser mudada por leis comuns.
A Constituição brasileira é outorgada e sintética?;❌ Errado. Ela é promulgada e analítica.
Todas as normas constitucionais podem ser alteradas por processo legislativo ordinário?;❌ Errado. Algumas exigem emendas constitucionais, com rito especial.
Constituições rígidas exigem um processo especial de alteração?;✅ Certo. Exigem rito mais difícil, como as emendas constitucionais.
A Constituição Semântica, segundo Karl Loewenstein, é aquela que regula de fato o poder e limita os governantes?;❌ Errado. A semântica serve para legitimar a dominação, não para limitar o poder.
A Constituição Nominal, segundo Loewenstein, é a que é ignorada pelos governantes?;✅ Certo.
A constituição dogmática surge lentamente com a evolução social e não é escrita?;❌ Errado. Essa é a histórica. A dogmática é escrita e fruto de um momento político.
A constituição sintética trata de muitos temas e regula detalhadamente a vida política e social?;❌ Errado. Isso descreve a constituição analítica. A sintética trata só do essencial.
A constituição formal preocupa-se com o conteúdo das normas?;❌ Errado. Preocupa-se com a forma e estrutura normativa, não com o conteúdo.
A constituição negativa limita-se a garantir liberdades individuais, sendo típica do Estado Liberal?;✅ Certo.
A constituição negativa também é chamada de constituição garantidora de direitos sociais e coletivos?;"❌ Errado. Ela não garante direitos sociais; é focada nas liberdades individuais."
A constituição normativa regula efetivamente o poder e é aplicada concretamente?;✅ Certo.
A constituição rígida é imutável e não pode ser alterada?;❌ Errado. A rígida pode ser alterada, mas com processo especial. A imutável não permite alterações.
Todas as constituições escritas precisam estar reunidas em um único documento?;❌ Errado. Países como a Inglaterra possuem constituições não escritas.
A constituição formal é escrita e sua validade independe do conteúdo?;✅ Certo. O que importa é a forma e não o conteúdo.
Nas constituições materiais, o conteúdo normativo é o que importa, não a forma?;✅ Certo.
A constituição outorgada é imposta pelo governante, enquanto a promulgada é legitimada pelo povo?;✅ Certo.
A Constituição de 1988 é uma constituição formal, apenas pela sua rigidez e forma escrita, sem considerar o conteúdo?;❌ Errado. A forma não exclui a importância do conteúdo material.
Normas constitucionais formais sem conteúdo essencial não organizam ou limitam o poder?;✅ Certo. São normas meramente formais.
As normas que organizam o poder e limitam o Estado compõem o conteúdo material da constituição?;✅ Certo.
Em constituições não-escritas, a norma é considerada constitucional se tiver conteúdo essencial?;✅ Certo.
A Constituição de 1988 é semi-rígida, pois possui parte flexível e parte rígida?;❌ Errado. Ela é totalmente rígida.
Constituições prolixas tendem a ser mais estáveis, pois regulam mais aspectos da vida social?;❌ Errado. Constituições prolixas tendem a ser mais instáveis por demandarem alterações frequentes.
Para Karl Loewenstein, a constituição nominal é ignorada, e a semântica serve para legitimar o poder sem efetiva limitação?;✅ Certo.
A Constituição de 1824 era rígida em todos os seus aspectos?;❌ Errado. Era semi-rígida, com o art. 178 permitindo alterações por leis ordinárias.
O Presidente da República tem imunidade formal e não pode ser preso sem condenação?;✅ Certo.
A Constituição de 1988 é popular/promulgada porque foi imposta ao povo sem consulta?;❌ Errado. Foi promulgada pelos representantes eleitos do povo.
O poder constituinte originário é permanente e continua existindo após a promulgação da constituição?;❌ Errado. Ele é inicial, incondicionado, ilimitado e temporário — se exaure após a promulgação da Constituição.
As normas constitucionais possuem retroatividade máxima como regra geral?;❌ Errado. Possuem retroatividade mínima como regra.
A retroatividade mínima atinge apenas os efeitos futuros de fatos passados?;✅ Certo.
A retroatividade máxima atinge fatos passados já consolidados, como prestações já pagas?;✅ Certo.
O poder constituinte originário pode prever retroatividade máxima expressamente em norma constitucional?;✅ Certo.
Os princípios do processo de autoorganização dos entes federativos são chamados de princípios estabelecidos?;❌ Errado. São princípios federais extensíveis, aplicáveis por simetria.
O art. 34, VII da CF trata dos princípios sensíveis, cuja violação pode gerar intervenção federal?;✅ Certo.
Os princípios estabelecidos limitam o poder constituinte dos Estados-membros?;✅ Certo.
O Brasil adota a corrente jusnaturalista, que limita o poder constituinte originário por direitos naturais?;❌ Errado. O Brasil adota a corrente positivista.
O art. 60 da CF traz limitações ao poder constituinte derivado, inclusive materiais, formais e circunstanciais?;✅ Certo.
O poder constituinte originário é temporário e se extingue após criar a constituição?;❌ Errado. Ele é permanente, pertence ao povo e não se extingue.
O poder constituinte difuso se manifesta pela mutação constitucional, que altera o texto formal da Constituição?;❌ Errado. A mutação não altera o texto, apenas o interpreta de forma diferente.
A Lei Orgânica dos Municípios tem status constitucional como a CF?;❌ Errado. Não tem status constitucional.
A Lei Orgânica do Distrito Federal pode ser objeto de controle de constitucionalidade?;✅ Certo. Ela tem status de Constituição Estadual para algumas matérias.
O poder constituinte originário pode prever a desconstitucionalização expressamente?;✅ Certo. Apesar de rara, é possível se houver previsão expressa.
No Brasil, admite-se a inconstitucionalidade de normas originárias?;❌ Errado. O poder originário é ilimitado e suas normas não podem ser declaradas inconstitucionais.
O Poder Constituinte Derivado Revisor ainda pode ser exercido atualmente?;❌ Errado. Ele se extinguiu após a revisão de 1993.
O poder reformador pode ser exercido durante intervenção federal, estado de sítio ou estado de defesa?;❌ Errado. Isso é vedado pelo art. 60, §1º da CF.
O Brasil adota a corrente positivista e, por isso, considera o poder constituinte originário como pré-jurídico e ilimitado?;✅ Certo.
O preâmbulo da Constituição tem força normativa e pode fundamentar declaração de inconstitucionalidade?;❌ Errado. Segundo o STF, não tem força normativa.
Os Atos das Disposições Constitucionais Transitórias (ADCT) têm a mesma hierarquia que a parte dogmática da Constituição?;✅ Certo.
Norma programática é aquela que depende de regulamentação e planejamento estatal para ser efetivada?;✅ Certo.
Normas de eficácia contida são normas que dependem de regulamentação para produzir efeitos?;❌ Errado. Elas têm eficácia plena, mas podem ser restringidas por norma infraconstitucional.
Cláusulas pétreas são totalmente imutáveis, não podendo sofrer qualquer tipo de alteração?;❌ Errado. Emendas que fortaleçam cláusulas pétreas são admitidas, mas não aquelas que as abolam.
Normas constitucionais que alteram a competência dos tribunais têm eficácia imediata?;✅ Certo. Exemplo: mudança do exequatur das cartas rogatórias para o STJ.
A prisão civil por dívida é permitida em qualquer hipótese no Brasil?;❌ Errado. Só é possível para inadimplemento de pensão alimentícia. Prisão do depositário infiel foi considerada inaplicável.
Normas de eficácia limitada possuem aplicação imediata e podem ser restringidas por lei?;❌ Errado. Isso é definição de eficácia contida. As normas de eficácia limitada precisam de lei para produzirem efeitos.
A Constituição contém cinco tipos de normas: orgânicas, limitativas, sócio-ideológicas, de estabilização e formais de aplicabilidade?;✅ Certo. Essa é a classificação aceita na doutrina.
No Brasil, é possível que uma norma constitucional se torne inconstitucional com o tempo, caso surja conflito com nova Constituição?;❌ Errado. Não se admite inconstitucionalidade superveniente, apenas a congênita.
A recepção de normas depende da compatibilidade formal e material com a nova Constituição?;❌ Errado. Só depende da compatibilidade material.
A função da Constituição é organizar politicamente o Estado e limitar o poder estatal frente aos indivíduos?;✅ Certo.
A participação nos lucros ou resultados está vinculada à remuneração habitual do trabalhador?;❌ Errado. É desvinculada da remuneração, sendo norma de eficácia limitada.
O livre exercício de qualquer profissão depende apenas da vontade do indivíduo, sem nenhuma restrição?;❌ Errado. É norma de eficácia contida: pode haver restrições por lei.
A norma do art. 37, XI, que trata do teto da remuneração dos servidores públicos, é de eficácia limitada?;❌ Errado. É norma de eficácia plena, com aplicação imediata.
A norma que garante o direito à saúde e à dignidade da pessoa humana é programática e não obriga o Estado a agir imediatamente?;✅ Certo. Trata-se de norma programática, que orienta a atuação do Estado.
O direito ao exercício de profissões pode ser restringido por lei específica, tornando a norma de eficácia contida?;✅ Certo.
O direito à herança, garantido aos descendentes, é norma de eficácia limitada e depende de regulamentação?;❌ Errado. É norma de eficácia plena, não depende de regulamentação.
Normas programáticas direcionam o Estado, mas não têm aplicação imediata, servindo como metas a serem alcançadas?;✅ Certo.
A norma de eficácia contida tem aplicação imediata, podendo ser restringida por lei infraconstitucional?;✅ Certo.
O preâmbulo da Constituição tem força jurídica e deve ser seguido obrigatoriamente pelos estados?;❌ Errado. Segundo o STF, o preâmbulo não tem força normativa obrigatória.
Normas de eficácia limitada têm aplicação imediata e podem ser restringidas por lei?;❌ Errado. Normas de eficácia limitada não têm aplicação imediata, ao contrário das contidas.
A mutação constitucional altera o texto da Constituição por meio de emendas?;❌ Errado. Mutação não altera o texto, apenas seu significado, por novas interpretações.
O princípio da máxima efetividade orienta a interpretação no sentido de tornar a norma constitucional o mais eficaz possível?;✅ Certo.
O princípio da unidade da Constituição permite interpretações divergentes, pois admite que o texto constitucional é plural?;❌ Errado. A unidade da Constituição exige que ela seja interpretada como um todo coeso e sem contradições.
O juiz tem total liberdade para interpretar a Constituição conforme valores pessoais, mesmo na corrente interpretativista?;❌ Errado. Na corrente interpretativista, o juiz se limita ao texto e evita valores pessoais.
A técnica da integração busca harmonizar valores constitucionais em conflito durante a interpretação?;❌ Errado. A técnica descrita é integração, que complementa lacunas, não é método de interpretação propriamente.
O princípio da conformidade funcional visa manter a coerência na repartição de competências entre os poderes?;✅ Certo.
A interpretação conforme a Constituição permite alterar o texto da norma infraconstitucional para ajustá-la à Carta Magna?;❌ Errado. A interpretação conforme não altera o texto, apenas escolhe uma interpretação compatível.
O princípio da concordância prática busca harmonizar normas constitucionais que estão em colisão, preservando ambas ao máximo possível?;✅ Certo.
O STF considera que a Constituição deve ser interpretada de forma única e impositiva, sob pena de fragmentação do ordenamento?;✅ Certo.
A interpretação autêntica é feita pelos intérpretes judiciais no exercício da função jurisdicional?;❌ Errado. A interpretação autêntica é feita pelo legislador, por meio de lei interpretativa.
Correntes interpretativistas aceitam o uso de valores substantivos como guia para a interpretação constitucional?;❌ Errado. Elas repudiam o uso de valores. Isso é típico das não-interpretativistas.
O princípio da harmonização também é conhecido como princípio da concordância prática?;✅ Certo.
O método jurídico ou hermenêutico clássico (Forsthoff) trata a Constituição como norma especial de direito público, usando técnicas diferentes do direito privado?;❌ Errado. Forsthoff tratava a Constituição como norma semelhante às leis comuns, com métodos do direito privado.
O método jurídico clássico de Savigny é usado por Forsthoff na interpretação da Constituição, segundo a crítica doutrinária?;✅ Certo.
O princípio da concordância prática utiliza a proporcionalidade para escolher qual direito deve prevalecer em um conflito?;❌ Errado. A concordância prática busca harmonizar os direitos, não escolher um em detrimento de outro com base em proporcionalidade.
O método hermenêutico-concretizador parte do caso concreto e adapta a norma a ele?;❌ Errado. Esse é o método tópico-problemático. O hermenêutico-concretizador parte da norma abstrata para o caso concreto.
A interpretação conforme à Constituição só pode ser aplicada quando a norma for polissêmica (com vários sentidos)?;✅ Certo.
A interpretação conforme pode alterar o texto da norma para adequá-lo à Constituição?;❌ Errado. A interpretação conforme não altera o texto, apenas escolhe o sentido constitucionalmente adequado.
A forma de Estado do Brasil é o presidencialismo, e o sistema de governo é a federação?;❌ Errado. A forma de Estado é a federação, e o sistema de governo é o presidencialismo.
O federalismo dos EUA surgiu por agregação, enquanto o do Brasil por segregação?;✅ Certo.
Os municípios brasileiros possuem autonomia, compondo um federalismo de terceiro grau?;✅ Certo.
Em uma confederação, os Estados-membros podem se separar, diferente da federação?;✅ Certo.
A forma de Estado refere-se ao presidencialismo ou parlamentarismo?;❌ Errado. Isso diz respeito ao sistema de governo. A forma de Estado é a federação.
A república é caracterizada por governo voltado ao bem comum e representação da vontade geral?;✅ Certo.
A soberania popular é exercida somente por meio de representantes eleitos?;❌ Errado. É exercida direta e indiretamente, incluindo plebiscito, referendo e iniciativa popular.
Os territórios integram a federação brasileira?;❌ Errado. Somente Estados, Municípios e o Distrito Federal fazem parte da federação.
A Constituição veda completamente a extradição?;❌ Errado. A extradição é permitida, com restrições. O asilo político é um princípio, mas não impede toda extradição.
A Constituição brasileira permite o direito de secessão dos entes federativos?;❌ Errado. A Constituição estabelece união indissolúvel entre os entes.
O Distrito Federal possui Poder Judiciário próprio, autônomo como os Estados?;❌ Errado. O Poder Judiciário do DF é mantido pela União.
O Estado Democrático de Direito assegura que a democracia e a justiça caminhem juntas, com leis que promovam o bem comum e a vontade popular?;✅ Certo.
A descentralização do poder político é característica de qualquer democracia?;❌ Errado. É uma característica da federação, que pressupõe autonomia regional.
Os Estados-membros da federação brasileira são soberanos?;❌ Errado. Eles são autônomos, não soberanos.
A autonomia dos entes federativos envolve autogoverno, auto-organização, autolegislação e autoadministração?;✅ Certo.
O Brasil adotou um modelo de federalismo por agregação, como os Estados Unidos?;❌ Errado. O Brasil adotou federalismo por segregação.
A intervenção federal é inconstitucional, pois fere a autonomia dos entes federativos?;❌ Errado. A intervenção federal é permitida como forma de garantir a estabilidade constitucional.
Os poderes da União são independentes e harmônicos, podendo exercer funções típicas e atípicas?;✅ Certo. Conforme o art. 2º da CF, há independência e harmonia entre os poderes.
A doutrina atual prefere falar em separação dos poderes, e não das funções do poder?;❌ Errado. Prefere-se falar em separação das funções do poder, com atribuições típicas e atípicas.
O Judiciário pode controlar se os atos normativos estão compatíveis com a Constituição, mesmo que os poderes sejam independentes?;✅ Certo. O Judiciário atua no controle de constitucionalidade.
Os poderes não podem se controlar mutuamente, pois isso violaria a separação dos poderes?;❌ Errado. Os poderes podem controlar o exercício arbitrário uns dos outros, exceto nos atos interna corporis.
A discussão sobre separação entre Estado unitário e Estado federal pertence ao tema do sistema de governo?;❌ Errado. Isso se refere à forma de Estado, não ao sistema de governo.
Os fundamentos da República estão previstos no art. 1º, IV da Constituição?;✅ Certo.
Nenhuma lei pode restringir a liberdade de expressão, nem mesmo a Constituição?;❌ Errado. A Constituição pode estabelecer restrições, mas leis infraconstitucionais não podem ir além dela.
A liberdade de expressão depende de licença ou censura prévia para ser exercida?;❌ Errado. O art. 5º, IX da CF afirma que não depende de licença nem está sujeita à censura.
A Constituição veda qualquer tipo de censura, inclusive de natureza política, ideológica ou artística?;✅ Certo.
Para realizar uma publicação, é necessário obter licença de autoridade pública?;❌ Errado. Não se exige licença, apenas aviso prévio, conforme o art. 5º, XVI da CF.
A ação popular pode ser movida por qualquer cidadão para anular atos lesivos ao patrimônio público, à moralidade administrativa, ao meio ambiente e ao patrimônio histórico?;✅ Certo.
A falta de defesa técnica em processo administrativo ofende a Constituição?;❌ Errado. Súmula vinculante 5 diz que a falta de defesa técnica em processo administrativo não ofende a Constituição.
A ampliação da acusação durante o processo é permitida, caso surjam novos fatos?;✅ Certo.
O contraditório e a ampla defesa devem ser observados apenas em processos judiciais e não em processos administrativos?;❌ Errado. O contraditório e ampla defesa devem ser observados em ambos os processos, conforme a Constituição.
Existem crimes inafiançáveis, como racismo, ação de grupos armados contra o Estado, tortura, tráfico, terrorismo e crimes hediondos?;✅ Certo.
O anonimato é permitido pela Constituição?;❌ Errado. A Constituição veda o anonimato (art. 5º, IV).
O artigo 5º da Constituição trata dos direitos e deveres individuais e coletivos e é um rol taxativo.;❌ Errado. O art. 5º não é taxativo, outros direitos estão espalhados pela Constituição, como as limitações ao poder de tributar (art. 150).
A isonomia material busca tratar de forma desigual aqueles que estão em desigualdade para alcançar a igualdade?;✅ Certo.
O legitimado ativo da ação popular é o promotor, e ele pode impetrar a ação popular em suas funções.;❌ Errado. O legitimado ativo é o cidadão, e o promotor só pode impetrar como cidadão.
O direito exclusivo de reprodução e publicação de obras pertence ao autor, e pode ser transmitido aos herdeiros?;✅ Certo. Art. 5º, XXVII garante ao autor o direito exclusivo de reprodução e publicação, podendo ser transmitido aos herdeiros.
A casa é inviolável, exceto com autorização judicial em qualquer momento do dia.;❌ Errado. A autorização judicial só é válida durante o dia, exceto em caso de flagrante delito.
O brasileiro nato nunca pode ser extraditado, enquanto o naturalizado pode ser extraditado em qualquer circunstância.;❌ Errado. O brasileiro naturalizado pode ser extraditado, mas apenas em casos específicos como crime comum cometido antes da naturalização ou tráfico de drogas.
Para uma associação ser legal, deve funcionar há pelo menos 1 ano, exceto para partidos políticos e entidades de classe.;❌ Errado. A associação deve funcionar por 1 ano, exceto para partidos políticos, entidades de classe e organizações sindicais.
As informações pessoais podem ser sobre qualquer pessoa, incluindo terceiros, em processos judiciais e administrativos.;❌ Errado. As informações pessoais devem ser sobre a própria pessoa, não sobre terceiros.
Os pedidos de indenização são sempre autônomos e devem ser feitos simultaneamente.;❌ Errado. Pedidos de indenização são autônomos, mas não precisam ser feitos simultaneamente.
O brasileiro naturalizado nunca pode ser extraditado, enquanto o brasileiro nato pode ser extraditado em algumas circunstâncias.;❌ Errado. O brasileiro naturalizado pode ser extraditado, mas o nato não pode.
Ações como habeas corpus e habeas data são gratuitas, assim como atos necessários ao exercício da cidadania.;✅ Certo.
O mandado de segurança pode ser utilizado quando o direito está amparado por habeas corpus ou habeas data.;❌ Errado. O mandado de segurança não se aplica quando o direito já está amparado por habeas corpus ou habeas data.
Cidadãos em pleno gozo de direitos políticos, sejam natos ou naturalizados, podem impetrar ação popular.;❌ Errado. O cidadão deve estar em pleno gozo de direitos políticos, mas não importa ser nato ou naturalizado.
A prisão civil por dívida, como no caso de depositário infiel, é permitida no Brasil.;❌ Errado. A prisão civil por dívida não é permitida no Brasil devido ao Pacto de San José.
O mandado de injunção deve ser usado quando falta norma regulamentadora, impedindo o exercício de direitos constitucionais.;❌ Errado. O mandado de injunção deve ser usado quando falta norma regulamentadora que possibilite o exercício de direitos.
A competência para julgar a ação popular é do juiz de primeiro grau, sendo o juiz estadual competente para atos estaduais e municipais.;✅ Certo.
A denúncia anônima pode ser utilizada como ato formal para iniciar um processo.;❌ Errado. Denúncia anônima não pode ser usada como ato formal para instaurar um processo, embora o Poder Público possa investigar.
O sigilo bancário pode ser relativizado apenas por decisão judicial, CPI, autoridade fazendária ou Ministério Público em casos excepcionais.;✅ Certo.
Quando se trata de informações pessoais, o remédio adequado é o habeas corpus, não o habeas data.;❌ Errado. O remédio adequado para informações pessoais é o habeas data, não o habeas corpus.
O condenado por improbidade administrativa tem direitos políticos suspensos e pode propor ação popular.;❌ Errado. O condenado por improbidade administrativa tem direitos políticos suspensos, mas não pode propor ação popular.
O mandado de segurança pode ser impetrado contra omissões administrativas somente após 120 dias da omissão.;❌ Errado. O mandado de segurança pode ser impetrado contra omissões administrativas mesmo antes de 120 dias.
O mandado de injunção pode ser impetrado quando falta norma regulamentadora, independentemente da natureza dessa norma.;❌ Errado. O mandado de injunção é para falta de norma regulamentadora com especificidade quanto à natureza da norma.
A ação civil pública deve ser usada para proteger interesses sociais difusos e coletivos, como a proteção ao meio ambiente.;✅ Certo.
A prisão sem o devido processo legal não viola o artigo 5º, LIV da Constituição, que garante a liberdade sem o devido processo legal.;❌ Errado. A prisão sem o devido processo legal viola o art. 5º, LIV da Constituição.
O habeas corpus deve ser usado exclusivamente quando não é possível utilizar o mandado de segurança ou habeas data.;❌ Errado. Habeas corpus é utilizado para proteger a liberdade de locomoção, enquanto o mandado de segurança é para outros direitos.
Não é necessário pedir autorização para uma reunião, apenas aviso, conforme o artigo 5º, XVI da Constituição.;✅ Certo.
A prisão e o local onde a pessoa está devem ser comunicados imediatamente ao juiz competente e à família, conforme o art. 5º, LXII da Constituição.;✅ Certo.
"A prisão só pode ser realizada à noite se houver ordem judicial; em flagrante delito, pode ocorrer em qualquer horário.";❌ Errado. A prisão noturna só pode ocorrer em flagrante delito, conforme o art. 5º, XI da Constituição.
Estrangeiros em trânsito têm legitimidade para impetrar habeas corpus, habeas data e mandado de segurança, conforme interpretação expansiva do art. 5º.;❌ Errado. Estrangeiros em trânsito não têm legitimidade para impetrar habeas corpus, habeas data ou mandado de segurança.
Provas obtidas com violação noturna de escritório de advogados não são ilícitas, se os advogados estavam praticando atividades ilícitas no local.;❌ Errado. Provas obtidas ilicitamente são sempre ilícitas, independentemente da atividade dos advogados no local.
Estrangeiros sob as leis brasileiras têm os mesmos direitos e garantias dos brasileiros, exceto os direitos privativos, como voto e ação popular.;✅ Certo.
Primeira geração de direitos fundamentais se refere à liberdade, e a segunda geração à igualdade.;❌ Errado. A primeira geração se refere à liberdade, e a segunda geração está relacionada aos direitos sociais.
Não cabe mandado de segurança contra lei em tese. Para impugnar uma lei de forma objetiva, deve-se usar a ação direta de inconstitucionalidade.;✅ Certo.
Qualquer cidadão pode propor ação popular, desde que esteja em pleno gozo de seus direitos políticos.;❌ Errado. Qualquer cidadão pode propor ação popular, mas deve estar em pleno gozo de direitos políticos.
Mandado de segurança não é adequado para declarar direito à compensação tributária.;✅ Certo. Mandado de segurança não é adequado para declaração de direito à compensação tributária, conforme a Súmula nº 213 do STJ.
A falta de defesa técnica em processo administrativo disciplinar não configura cerceamento de defesa, conforme a Súmula Vinculante nº 5.;✅ Certo.
Pessoas jurídicas podem ser titulares de direitos fundamentais, incluindo direito de propriedade e dano moral.;❌ Errado. Pessoas jurídicas não podem ser titulares de todos os direitos fundamentais, como dano moral (Súmula 227 do STJ).
Nenhum direito fundamental é absoluto, podendo ser relativizado conforme o caso concreto.;✅ Certo.
O Tribunal de Contas da União (TCU) pode determinar a quebra de sigilo bancário.;❌ Errado. Somente o Judiciário, o Legislativo Federal ou CPI têm a competência para quebrar sigilo bancário.
A frustração do direito de reunião impede a liberdade de locomoção, sendo o remédio adequado o mandado de segurança.;❌ Errado. A frustração do direito de reunião não impede a liberdade de locomoção. O remédio adequado é o mandado de segurança.
A quebra de sigilo sem fundamentação específica e sem indicação clara da causa provável é válida.;❌ Errado. A quebra de sigilo sem fundamentação específica e sem causa provável é nula (STF).
A Lei de Imprensa foi recepcionada pela Constituição de 1988 e ainda está em vigor.;❌ Errado. A Lei de Imprensa foi revogada e não foi recepcionada pela Constituição de 1988.
A prisão civil de depositário infiel é lícita, conforme a Súmula Vinculante nº 25.;❌ Errado. A prisão civil de depositário infiel é ilícita, conforme a Súmula Vinculante nº 25.
O direito de resposta é amplo e pode ser exercido sempre que o ofendido quiser se defender, especialmente em campanhas eleitorais.;✅ Certo.
O Tribunal de Contas da União (TCU) pode determinar a quebra de sigilo bancário.;✅ Certo. O TCU não pode determinar a quebra de sigilo bancário. Apenas Judiciário, Legislativo Federal ou CPI podem.
A Constituição assegura a inviolabilidade da intimidade, vida privada, honra e imagem das pessoas, com direito à indenização por danos materiais ou morais decorrentes de sua violação.;✅ Certo.
A casa é inviolável, mas pode ser invadida em caso de consentimento do morador, flagrante delito, desastre, ou socorro, ou ordem judicial (só durante o dia).;✅ Certo.
O Estado pode dissolver ou suspender associações compulsoriamente sem necessidade de ordem judicial.;❌ Errado. O Estado não pode dissolver ou suspender associações compulsoriamente, sendo necessário sempre ordem judicial (art. 5º, XVIII).
A Constituição assegura acesso à informação, mas não resguarda o sigilo da fonte, quando necessário ao exercício profissional.;❌ Errado. A Constituição assegura o acesso à informação e resguarda o sigilo da fonte, quando necessário (art. 5º, XIV).
Para realizar reuniões, é necessário avisar a autoridade competente, sendo a reunião pacífica, sem armas e sem prejudicar outras reuniões no local.;✅ Certo.
O Estado pode dissolver ou suspender associações compulsoriamente, sem ordem judicial e sem trânsito em julgado.;❌ Errado. O Estado não pode dissolver ou suspender associações de forma compulsória, é necessária ordem judicial e trânsito em julgado (art. 5º, XVIII).
A interceptação de comunicações é permitida em qualquer situação, sem restrições.;❌ Errado. A interceptação de comunicações só é permitida em investigação criminal ou instrução processual penal (art. 5º, XII).
A quebra de sigilo pode ser realizada sem autorização judicial, desde que envolva investigação criminal.;❌ Errado. A quebra de sigilo só é permitida com autorização judicial, em investigação criminal ou instrução processual penal.
A indenização por dano material ou moral deve ser justa, conforme decisão do STF.;✅ Certo.
