O que é economia?;Estudo de como a sociedade administra recursos escassos.
Quais tipos de mercado não são perfeitamente competitivos?;Oligopólio (poucos vendedores), monopólio (um vendedor), competição monopolística (muitos vendedores com produtos diferenciados).
O que determina a quantidade demandada de um bem?;O preço do bem no mercado.
O que é escala de demanda?;Tabela que mostra a quantidade demandada para cada nível de preço.
O que é curva de demanda?;Gráfico que relaciona o preço de um bem com a quantidade demandada, geralmente inclinada para baixo.
Por que a curva de demanda se inclina para baixo?;Porque, com preço menor, a quantidade demandada aumenta, respeitando a lei da demanda.
Mudança nos gostos dos consumidores afeta a curva de demanda como?;Provoca deslocamento da curva de demanda para a direita ou esquerda.
Mudança no preço do bem provoca o que na curva de demanda?;Movimento ao longo da curva, alterando a quantidade demandada sem deslocar a curva.
Se a renda diminui e o consumo de espinafre aumenta, o que isso indica?;"Que o espinafre é um bem inferior; a curva de demanda por espinafre desloca para a direita."
O que determina a quantidade ofertada de um bem?;O preço do bem determina quanto os vendedores estão dispostos a vender.
O que é a lei da oferta?;A quantidade ofertada de um bem aumenta quando seu preço aumenta, mantendo-se outras variáveis constantes.
O que é curva de oferta?;Gráfico que relaciona o preço de um bem com a quantidade ofertada, geralmente inclinada para cima.
O que causa deslocamento da curva de oferta?;Mudanças em fatores além do preço, como custos de insumos, tecnologia, expectativas ou número de vendedores.
O que é equilíbrio de mercado?;Ponto onde a quantidade ofertada é igual à quantidade demandada, sem pressão para mudança de preço.
O que é excesso de oferta?;Situação em que a quantidade ofertada supera a quantidade demandada, gerando pressão para queda de preço.
O que é excesso de demanda?;Situação em que a quantidade demandada supera a quantidade ofertada, gerando pressão para aumento de preço.
Como o preço se ajusta para alcançar equilíbrio?;O preço sobe se houver excesso de demanda e cai se houver excesso de oferta até igualar oferta e demanda.
Quais são os passos para analisar o impacto de um evento no mercado?;Identificar se desloca oferta ou demanda, direção do deslocamento e comparar novo equilíbrio com o inicial.
Qual o papel do preço em uma economia de mercado?;Serve como sinal para orientar decisões econômicas e alocar recursos escassos.
O que é escala de oferta?;Tabela que mostra a quantidade ofertada a cada preço.
O que é curva de oferta?;Gráfico que representa a relação entre preço e quantidade ofertada, inclinada para cima.
Por que a curva de oferta se inclina para cima?;Porque um preço maior incentiva os vendedores a ofertar mais do bem.
O que desloca a curva de oferta?;Mudanças na tecnologia, custos dos insumos, expectativas ou número de vendedores.
Mudança no preço do bem gera o que na curva de oferta?;Movimento ao longo da curva, alterando quantidade ofertada, sem deslocar a curva.
O que é equilíbrio de mercado?;Situação em que quantidade ofertada é igual à quantidade demandada ao preço de equilíbrio.
Como o mercado se ajusta se o preço está acima do equilíbrio?;Excesso de oferta faz o preço cair até atingir o equilíbrio.
Como o mercado se ajusta se o preço está abaixo do equilíbrio?;Excesso de demanda faz o preço subir até o equilíbrio.
O que ocorre com a demanda por pizza se o preço da cerveja aumenta (bens complementares)?;A demanda por pizza diminui, deslocando a curva para a esquerda.
Qual o papel dos preços em economias de mercado?;São sinais que orientam decisões e alocam recursos, equilibrando oferta e demanda.
O que é elasticidade-preço da demanda?;Medida da sensibilidade da quantidade demandada a mudanças no preço, calculada pela variação percentual da quantidade dividida pela do preço.
O que significa demanda inelástica?;A quantidade demandada muda menos que proporcionalmente ao preço (elasticidade < 1).
O que significa demanda elástica?;A quantidade demandada muda mais que proporcionalmente ao preço (elasticidade > 1).
O que é receita total?;Produto do preço pela quantidade vendida de um bem.
Como a receita total muda com preço em demanda inelástica?;Receita total aumenta quando o preço sobe.
Como a receita total muda com preço em demanda elástica?;Receita total diminui quando o preço sobe.
O que é elasticidade-renda da demanda?;Medida da variação percentual da quantidade demandada em resposta à variação percentual da renda.
O que é elasticidade-preço cruzada da demanda?;Mede como a quantidade demandada de um bem responde a variações no preço de outro bem.
O que é elasticidade-preço da oferta?;Mede a sensibilidade da quantidade ofertada a variações no preço.
Como se classifica a oferta inelástica?;Elasticidade da oferta menor que 1, ou seja, quantidade ofertada varia menos que proporcionalmente ao preço.
Como se classifica a oferta elástica?;Elasticidade da oferta maior que 1, ou seja, quantidade ofertada varia mais que proporcionalmente ao preço.
Por que a elasticidade da oferta tende a ser maior no longo prazo?;Porque produtores têm mais tempo para ajustar a quantidade produzida.
O que é elasticidade-preço da demanda?;Medida da reação da quantidade demandada a variações no preço, calculada pela variação percentual da quantidade dividida pela do preço.
O que é elasticidade-renda da demanda?;Medida da reação da quantidade demandada a variações na renda, calculada pela variação percentual da quantidade dividida pela variação percentual da renda.
Quais fatores determinam a elasticidade-preço da demanda?;Substitutos próximos, necessidade vs luxo, definição do mercado e horizonte de tempo.
Se elasticidade > 1, demanda é?;Elástica.
Se elasticidade = 0, demanda é?;Perfeitamente inelástica.
Como se calcula elasticidade-preço da oferta?;Variação percentual da quantidade ofertada dividida pela variação percentual do preço.
O que mede elasticidade-preço da oferta?;Sensibilidade da quantidade ofertada a variações no preço.
Elasticidade da oferta costuma ser maior em qual prazo?;No longo prazo, pois produtores têm mais tempo para ajustar a produção.
O que é preço máximo?;Limite legal máximo para o preço de um bem ou serviço.
O que é preço mínimo?;Limite legal mínimo para o preço de um bem ou serviço.
O que causa escassez: preço máximo ou mínimo?;Preço máximo abaixo do equilíbrio causa escassez.
O que causa excedente: preço máximo ou mínimo?;Preço mínimo acima do equilíbrio causa excedente.
O que é incidência tributária?;Divisão do ônus de um imposto entre compradores e vendedores.
Como imposto afeta preço pago e recebido?;Compradores pagam mais, vendedores recebem menos, e a quantidade vendida diminui.
Quem suporta mais o ônus do imposto?;O lado do mercado menos elástico, pois responde menos à mudança no preço.
Exemplo de preço máximo;Controle de preço máximo da gasolina pelo governo.
Exemplo de preço mínimo;Salário mínimo fixado pelo governo.
Por que economistas se opõem a controles de preços?;Porque desviam o preço do equilíbrio natural, causando escassez ou excedente e prejudicando consumidores ou produtores.
Diferença entre imposto sobre compradores e vendedores?;"Imposto sobre compradores desloca a demanda para baixo; imposto sobre vendedores desloca a oferta para cima, mas ônus é dividido."
O que determina a divisão do ônus tributário?;"Elasticidade-preço da oferta e da demanda; o ônus recai mais sobre o lado menos elástico."
O que estuda a economia do bem-estar?;Como a alocação de recursos afeta o bem-estar econômico da sociedade.
O que é disposição para pagar?;A quantia máxima que um comprador está disposto a pagar por um bem.
O que é excedente do consumidor?;Diferença entre o valor que o consumidor está disposto a pagar e o que realmente paga.
O que é custo para o vendedor?;Valor do que o vendedor precisa abrir mão para produzir um bem.
O que é excedente do produtor?;Diferença entre o valor recebido pelo vendedor e seu custo de produção.
O que é eficiência econômica?;Alocação que maximiza a soma dos excedentes do consumidor e do produtor.
O que é equidade?;Justiça ou imparcialidade na distribuição dos recursos e do bem-estar.
Como a curva de demanda relaciona-se ao excedente do consumidor?;Excedente do consumidor é a área abaixo da curva de demanda acima do preço pago.
Como a curva de oferta relaciona-se ao excedente do produtor?;Excedente do produtor é a área acima da curva de oferta abaixo do preço recebido.
"O que a ""mão invisível"" faz na economia de mercado?";Conduz compradores e vendedores a uma alocação eficiente de recursos, maximizando o bem-estar total.
Cite duas falhas de mercado que causam ineficiência.;Poder de mercado e externalidades.
O que é peso morto em tributação?;Perda de excedente total causada por distorções no mercado, como impostos que reduzem a quantidade negociada.
Como um imposto afeta excedentes e receita?;"Reduz os excedentes do consumidor e do produtor; a perda total é maior que a receita arrecadada (peso morto)."
Como elasticidades afetam o peso morto do imposto?;Elasticidades maiores aumentam o peso morto porque os agentes respondem mais ao imposto, reduzindo mais o mercado.
Por que especialistas divergem sobre o peso morto do imposto sobre trabalho?;Porque discordam sobre a elasticidade da oferta de trabalho: alguns veem como inelástica, outros como elástica.
Como varia o peso morto com o aumento do imposto?;Aumenta mais rápido que o imposto, pois depende do quadrado do tamanho do imposto (exemplo: dobrar imposto quadruplica peso morto).
O que é preço mundial?;O preço de um bem que prevalece no mercado mundial desse bem.
O que é tarifa?;Imposto sobre bens produzidos no exterior e vendidos internamente.
O que é cota de importação?;Limite sobre a quantidade de um bem importado que pode ser vendido internamente.
Como saber se um país tem vantagem comparativa?;Se o preço interno é menor que o preço mundial, o país tem vantagem comparativa na produção do bem.
Quando um país se torna exportador?;Quando o preço mundial do bem é maior que o preço interno.
Quando um país se torna importador?;Quando o preço mundial do bem é menor que o preço interno.
Efeitos da tarifa no mercado interno?;Reduz importações, eleva o preço interno, melhora situação dos produtores internos, prejudica consumidores e gera receita.
Efeitos da cota de importação?;Semelhantes à tarifa, mas receita vai para os detentores das licenças, não para o governo.
Efeitos das tarifas e cotas no bem-estar?;Reduzem o bem-estar dos consumidores, aumentam o dos produtores, e causam peso morto.
Quais os cinco argumentos comuns para restrição comercial?;Proteção de empregos, segurança nacional, indústria nascente, competição desleal, instrumento de barganha.
Como os economistas avaliam o argumento da indústria nascente?;Exige decisão correta sobre quais indústrias proteger, o que é difícil e arriscado.
Qual a diferença entre abordagem unilateral e multilateral no comércio?;"Unilateral: país remove restrições sozinho; multilateral: vários países removem restrições juntos."
Exemplo de abordagem unilateral;Grã-Bretanha no século XIX, Chile e Coreia do Sul recentemente.
Exemplo de abordagem multilateral;NAFTA (1993) e Acordo Geral sobre Tarifas e Comércio (GATT) pós Segunda Guerra.
O que é externalidade?;Impacto das ações de uma pessoa sobre o bem-estar de outras que não participam da ação.
O que significa internalização de uma externalidade?;Alteração dos incentivos para que as pessoas considerem os efeitos externos de suas ações.
Qual é a ideia central do Teorema de Coase?;Se agentes econômicos podem negociar sem custo, podem resolver sozinhos problemas de externalidades eficientemente.
O que são custos de transação?;Custos envolvidos no processo de negociação entre as partes.
O que é imposto de Pigou?;Imposto para corrigir externalidades negativas, como poluição.
Por que a gasolina é fortemente tributada?;Para corrigir externalidades negativas associadas aos carros, como poluição e congestionamento.
Dê exemplo de externalidade negativa.;Fumaça emitida pelos escapamentos dos carros.
Dê exemplo de externalidade positiva.;Pesquisa e desenvolvimento de novas tecnologias.
Como o sistema de patentes ajuda com externalidades?;Dá direitos de propriedade sobre invenções, incentivando a pesquisa e controlando o uso por outras empresas.
Cite solução para externalidades sem governo.;Contratos privados, fusões empresariais e instituições filantrópicas.
O que determina se um fumante vai fumar no quarto, segundo Coase?;"Se o benefício para ele superar o custo para o não-fumante; a decisão é eficiente via negociação."
Por que economistas preferem impostos de Pigou a regulamentações?;Porque impostos permitem reduzir poluição de forma mais eficiente e com menor custo social.
O que é propriedade de exclusão?;Capacidade de impedir alguém de usar um bem.
O que é rivalidade em bens?;Quando o uso por uma pessoa impede o uso simultâneo por outra.
O que são bens privados?;Bens excludentes e rivais, como comida e roupas.
O que são bens públicos?;Bens não excludentes e não rivais, como defesa nacional e shows públicos.
O que são recursos comuns?;Bens rivais, mas não excludentes, como pastos comunitários e ar puro.
O que é o problema do carona?;Alguém que usa um bem público sem pagar por ele.
O que é análise custo-benefício?;Estudo que compara custos e benefícios de um bem público para decidir a quantidade a ser fornecida.
O que é a tragédia dos comuns?;Uso excessivo de recursos comuns devido à ausência de exclusão, causando degradação.
Como o governo atua para evitar uso excessivo dos recursos comuns?;Regulamentando e limitando o uso para preservar o recurso.
;
que significa um bem ser excludente?;É possível impedir que uma pessoa use ou adquira esse bem.
O que significa um bem ser rival?;O uso do bem por uma pessoa impede que outra pessoa o use ao mesmo tempo.
Uma pizza é excludente? É rival?;Sim, a pizza é excludente (pode-se impedir quem não pagar de comer) e rival (uma fatia consumida não pode ser consumida por outro).
O que é um bem público? Dê exemplo.;Bens não excludentes e não rivais, como fogos de artifício e defesa nacional.
O mercado privado pode prover bens públicos sozinho? Por quê?;Geralmente não, porque é difícil excluir não pagadores, o que gera o problema do carona.
O que é análise custo-benefício de bens públicos?;Estudo que compara custos e benefícios totais do bem para a sociedade para decidir sua provisão.
Por que a análise custo-benefício é difícil?;Porque bens públicos não são negociados no mercado, dificultando estimar custos e benefícios exatos.
O que são recursos comuns? Dê exemplo.;Bens rivais, mas não excludentes, como ar puro e pastos comunitários.
As pessoas usarão recursos comuns excessivamente sem governo? Por quê?;Sim, porque não há incentivo para limitar seu consumo, causando uso acima do ideal social.
O que é superávit orçamentário?;Quando as receitas do governo são maiores que suas despesas.
O que é déficit orçamentário?;Quando as despesas do governo são maiores que suas receitas.
O que é alíquota média?;Total de impostos pagos dividido pela renda total do contribuinte.
O que é alíquota marginal?;Imposto adicional pago sobre um dólar extra de renda.
O que é tributação por montante único?;Imposto de valor fixo igual para todas as pessoas, independentemente da renda.
Explique o princípio dos benefícios.;Pessoas devem pagar impostos conforme os benefícios que recebem dos serviços públicos.
Explique o princípio da capacidade de pagamento.;Impostos devem ser cobrados conforme a capacidade financeira do contribuinte de suportar o ônus do imposto.
O que é equidade vertical?;Contribuintes com maior capacidade de pagamento devem pagar mais impostos.
O que é equidade horizontal?;Pessoas com igual capacidade de pagamento devem pagar a mesma quantia em impostos.
Diferencie imposto proporcional, regressivo e progressivo.;"Proporcional: mesma fração da renda paga por todos; regressivo: alta renda paga fração menor; progressivo: alta renda paga fração maior."
Quais são as principais fontes de receita do governo federal dos EUA?;Imposto de renda das pessoas físicas e impostos sobre folha de pagamento para seguridade social.
O que é lucro econômico?;Receita total menos custo total, incluindo custos explícitos e implícitos (oportunidades).
O que é lucro contábil?;Receita total menos custos explícitos, ignorando custos implícitos.
O que é custo explícito?;Custos que envolvem desembolso de dinheiro real para a empresa.
O que é custo implícito?;Custos que não envolvem desembolso de dinheiro, como oportunidade perdida do dono.
Defina função de produção.;Relação entre quantidade de insumos usados e quantidade produzida de um bem.
O que é produto marginal?;Aumento na produção gerado por uma unidade adicional de insumo.
O que é produto marginal decrescente?;Quando o produto marginal diminui conforme aumenta o uso do insumo.
O que é custo fixo?;Custos que não variam com a quantidade produzida, como aluguel.
O que é custo variável?;Custos que variam com a quantidade produzida, como matéria-prima.
O que é custo total médio?;Custo total dividido pela quantidade produzida.
O que é custo marginal?;Aumento no custo total ao produzir uma unidade adicional.
O que é escala eficiente?;Quantidade produzida que minimiza o custo total médio.
Explique economias de escala.;Quando o custo total médio cai à medida que a quantidade produzida aumenta.
Explique deseconomias de escala.;Quando o custo total médio aumenta à medida que a quantidade produzida aumenta.
Explique retornos constantes de escala.;Quando o custo total médio permanece constante independentemente da quantidade produzida.
Como a função produção com produto marginal decrescente afeta a curva de custo total?;Aumenta a inclinação da curva de custo total, tornando-a mais inclinada conforme cresce a produção.
Defina custo total, custo total médio e custo marginal.;Custo total: valor dos insumos usados na produção. Custo total médio: custo total dividido pela quantidade produzida. Custo marginal: aumento do custo total ao produzir uma unidade adicional.
Como custo total médio e custo marginal se relacionam?;"Custo total médio indica custo por unidade; custo marginal indica custo extra da última unidade produzida. Curva de custo marginal cruza a de custo total médio em seu ponto mínimo."
Por que as curvas de custo marginal e custo total médio têm formato em U e se cruzam?;"Inicialmente, custos médios caem por economias de escala; depois sobem por deseconomias. Custo marginal cruza custo médio no mínimo deste."
Como difere a curva de custo total médio no curto e no longo prazo?;Curto prazo tem custos fixos (ex.: fábrica), longo prazo todos os custos são variáveis (pode expandir fábricas), tornando custo médio mais flexível.
O que são economias de escala? Por que surgem?;Queda do custo médio à medida que a produção cresce, geralmente por especialização e eficiência em maior escala.
O que são deseconomias de escala? Por que surgem?;Aumento do custo médio com o aumento da produção, devido a problemas de coordenação e administração em grandes empresas.
O que é um mercado competitivo?;"Mercado com muitos compradores e vendedores negociando produtos idênticos; todos são tomadores de preço."
O que é receita média e receita marginal?;Receita média: receita total dividida pela quantidade vendida. Receita marginal: aumento da receita total ao vender uma unidade a mais.
Quando uma empresa competitiva maximiza lucro?;Quando receita marginal (igual ao preço) é igual ao custo marginal.
Quando uma empresa paralisa temporariamente suas atividades?;"Quando o preço do produto é menor que o custo variável médio; evita prejuízo maior."
Quando uma empresa sai do mercado?;Quando o preço é menor que o custo total médio, não conseguindo cobrir todos os custos no longo prazo.
A empresa competitiva iguala preço ao custo marginal em qual prazo?;Tanto no curto prazo quanto no longo prazo.
Quando a empresa iguala preço ao custo total médio mínimo?;Apenas no longo prazo, quando o lucro econômico tende a zero.
A curva de oferta do mercado é mais elástica no curto ou longo prazo?;Mais elástica no longo prazo, pois as empresas podem entrar e sair do mercado ajustando oferta.
O que é monopólio?;Empresa única vendedora de um produto sem substitutos próximos.
O que é monopólio natural?;Monopólio que ocorre quando uma empresa atende todo o mercado com custo menor que múltiplas empresas.
Como o monopólio maximiza lucro?;Produz até onde receita marginal é igual ao custo marginal e cobra preço conforme a demanda para essa quantidade.
Por que receita marginal do monopolista é menor que o preço?;Porque para vender mais unidades, precisa baixar o preço de todas as unidades vendidas, reduzindo receita marginal.
Como o monopólio afeta o bem-estar social?;Produz menos que o ótimo social, cobra preço maior que custo marginal, gerando perda de eficiência (peso morto).
Quais são formas de ação contra monopólio?;Legislação antitruste, regulação de preços, ou aceitar a ineficiência se as políticas forem piores.
O que é discriminação de preços?;Prática de cobrar preços diferentes para diferentes clientes pelo mesmo produto, conforme disposição a pagar.
Como a discriminação de preços afeta o bem-estar?;"Pode aumentar o bem-estar ao permitir acesso de mais consumidores; em caso extremo elimina peso morto do monopólio."
Dê um exemplo de monopólio criado pelo governo.;Leis de patentes e direitos autorais que garantem exclusividade temporária para incentivar pesquisa e criação.
A criação de monopólio por governo é sempre ruim?;Não necessariamente. Monopólios como patentes incentivam inovação e produção ao permitir recuperação dos custos de pesquisa.
O que é monopólio natural?;Monopólio que ocorre porque uma única empresa atende todo o mercado a um custo menor que múltiplas empresas concorrentes.
Como o tamanho do mercado influencia o monopólio natural?;"Se o mercado for pequeno, pode sustentar um monopólio natural; se crescer, pode atrair concorrentes e tornar-se competitivo."
Por que receita marginal do monopolista é menor que o preço?;Porque para vender mais unidades, o monopolista precisa reduzir o preço em todas elas, reduzindo receita marginal.
A receita marginal pode ser negativa?;Sim, quando o preço cai tanto que a receita total diminui mesmo vendendo mais unidades.
O que representa o peso morto em um monopólio?;A perda de eficiência social devido à produção abaixo do ótimo e preços acima do custo marginal.
O que confere ao governo poder para regulamentar fusões?;Interesse no bem-estar social e prevenção de práticas que reduzam a concorrência e prejudiquem consumidores.
Dê um bom motivo para duas empresas se fundirem.;Ganhar eficiência produtiva, reduzir custos e melhorar competitividade.
Dê um mau motivo para duas empresas se fundirem.;Formar poder de mercado para aumentar preços e reduzir concorrência.
Quais os dois problemas de exigir preço igual ao custo marginal em monopólio natural?;1) Preço abaixo do custo total médio, gerando prejuízo. 2) Necessidade de subsídio estatal, que causa peso morto tributário.
Dê um exemplo de discriminação de preços em passagens aéreas.;Preço menor para ida e volta com pernoite no destino, separando viajantes a negócios dos demais.
Por que cinemas cobram menos de crianças e idosos?;Para aproveitar menor disposição a pagar desses grupos e aumentar o público total, maximizando receita.
O que é oligopólio?;Mercado com poucos vendedores que oferecem produtos similares ou idênticos, influenciando preços e quantidade no mercado.
O que é competição monopolística?;Muitos vendedores oferecendo produtos similares, mas diferenciados, competindo em preço e características.
O que é conluio?;Acordo entre empresas para controlar produção ou preços e reduzir competição.
O que é cartel?;Grupo de empresas que combinam ações para agir como monopolista.
O que é equilíbrio de Nash?;Situação onde nenhum agente pode melhorar seu resultado mudando sua estratégia, dado o que os outros fazem.
Explique o dilema dos prisioneiros.;Jogo onde a cooperação seria melhor para todos, mas o interesse individual leva à não cooperação, prejudicando ambos.
Como oligopolistas maximizam lucro?;Formando cartel e agindo como monopolista, produzindo menos e cobrando mais.
Como quantidade e preço de oligopólio se comparam ao monopólio?;Oligopólio produz mais e cobra menos que monopólio, mas ainda menos e mais caro que mercado competitivo.
Como quantidade e preço de oligopólio se comparam ao mercado competitivo?;Oligopólio produz menos e cobra mais que mercado competitivo, obtendo lucro maior.
Como o número de empresas afeta o oligopólio?;Quanto mais empresas, mais próximo do equilíbrio competitivo, com preços mais baixos e produção maior.
Explique os efeitos quantidade e preço no oligopólio.;Aumentar produção aumenta lucro por unidade vendida (efeito quantidade), mas diminui preço e lucro das outras unidades (efeito preço).
O que é o dilema dos prisioneiros?;É um jogo entre dois prisioneiros que mostra como é difícil manter a cooperação mesmo quando ela beneficiaria ambos.
Como o dilema dos prisioneiros se relaciona ao oligopólio?;No oligopólio, as decisões de produção de cada empresa afetam os lucros das outras, dificultando a cooperação para maximizar ganhos.
Dê um exemplo do dilema dos prisioneiros fora do oligopólio (corrida armamentista).;Dois países podem preferir não se armar, mas temem que o outro sim, levando ambos a uma corrida armamentista custosa.
Dê um exemplo do dilema dos prisioneiros fora do oligopólio (publicidade).;Empresas competindo decidem fazer publicidade para ganhar mercado, mas isso pode diminuir os lucros gerais do setor.
Dê um exemplo do dilema dos prisioneiros fora do oligopólio (recursos comuns).;Empresas explorando um recurso comum podem superextrair para ganhar mais, prejudicando a todos a longo prazo.
Que tipos de comportamento a legislação antitruste proíbe?;Impede fusões que concentrem poder excessivo e conluios entre empresas que reduzam a competição no mercado.
O que é fixação do preço de revenda?;Prática em que o fornecedor determina o preço que o revendedor deve cobrar, limitando variações de preço no mercado.
Por que fixação do preço de revenda é controversa?;Pode reduzir competição, mas também pode ter objetivos legítimos, dificultando a decisão sobre sua proibição.
Quais os três atributos da competição monopolística?;Muitas empresas, produtos diferenciados e livre entrada e saída do mercado.
Em que a competição monopolística se assemelha ao monopólio?;As empresas enfrentam demanda com inclinação negativa e podem cobrar preço acima do custo marginal.
Em que a competição monopolística se assemelha à competição perfeita?;Existem muitos vendedores e há livre entrada, o que leva lucros econômicos a zero no longo prazo.
O que acontece quando novas empresas entram em um mercado monopolisticamente competitivo?;Aumenta a variedade, diminui a demanda e o lucro das empresas já existentes, deslocando a curva de demanda para a esquerda.
No equilíbrio de longo prazo da competição monopolística, como o preço se relaciona ao custo total médio?;O preço é igual ao custo total médio, mas maior que o custo marginal.
Um competidor monopolístico produz mais ou menos que o nível eficiente? Por quê?;Produz menos do que o nível eficiente porque cobra preço acima do custo marginal, gerando capacidade ociosa.
Como a publicidade pode reduzir o bem-estar econômico?;Pode exagerar a diferenciação dos produtos, aumentando a fidelidade à marca e reduzindo a elasticidade da demanda.
Como a publicidade pode aumentar o bem-estar econômico?;Informa consumidores sobre preços, produtos e locais de venda, ajudando-os a tomar decisões melhores e aumentando eficiência.
Como publicidade sem conteúdo informativo aparente transmite informação?;O gasto elevado em publicidade pode sinalizar qualidade do produto para o consumidor.
Cite dois benefícios das marcas para consumidores e empresas.;Informam sobre qualidade e incentivam as empresas a manterem a qualidade para proteger a reputação da marca.
O que são fatores de produção?;Insumos usados para produzir bens e serviços, como trabalho, terra e capital.
O que é função de produção?;Relação entre a quantidade de insumos usados e a quantidade produzida de um bem.
O que é produto marginal do trabalho?;Aumento na produção decorrente do uso de uma unidade adicional de trabalho.
O que é produto marginal decrescente?;Produto marginal que diminui à medida que a quantidade do insumo aumenta.
O que é valor do produto marginal?;Produto marginal multiplicado pelo preço do produto.
Quais fatores deslocam a demanda por mão-de-obra?;Mudança no preço do produto, avanços tecnológicos e variação na oferta de outros fatores.
Quais fatores deslocam a oferta de mão-de-obra?;Mudanças nas preferências, oportunidades alternativas e imigração.
Como o salário se ajusta para equilibrar oferta e demanda de trabalho?;O salário varia até que o valor do produto marginal do trabalho seja igual ao preço do trabalho, equilibrando oferta e demanda.
O que ocorre com salários e ganhos dos proprietários com aumento repentino da oferta de trabalho?;"Salários tendem a cair; ganhos dos proprietários de terra e capital tendem a subir."
O que é diferencial compensatório?;Diferença salarial para compensar aspectos não monetários ou desagradáveis do trabalho.
O que é capital humano?;Investimentos em educação e treinamento que aumentam a produtividade dos trabalhadores.
Como sindicatos influenciam os salários?;Negociam salários e condições de trabalho, podendo elevar os salários acima do nível de equilíbrio.
O que são salários de eficiência?;Salários pagos acima do equilíbrio para aumentar produtividade e reduzir rotatividade.
O que é discriminação no mercado de trabalho?;Oferta desigual de oportunidades a indivíduos semelhantes com base em características pessoais como raça ou sexo.
